id,age,sfr,metallicity
5521,8.6001,30.01,0.2
5522,9.11003,4.357,0.2
5524,9.21017,1.231,2.5
5528,9.21017,1.065,2.5
5534,9.21017,8.622,2.5
5540,8.80014,4.106,0.2
5542,9.05011,14.35,0.2
5543,9.00011,6.949,1
5548,9.32006,0.4497,0.2
5552,9.30006,7.933,1
5565,8.10013,18.86,0.02
5569,9.88014,0,0.2
5582,9.15026,5.343,0.2
5583,9.40014,3.725,0.2
5588,9.38015,0.03134,0.2
5598,7.00009,221.5,0.2
5615,7.15023,245.4,0.02
5620,9.41005,1.469,0.2
5629,9.45006,5.786,1
5638,9.10014,73.73,0.2
5640,7.20012,280.5,0.2
5641,9.44008,0.02855,1
5647,9.00011,16.08,1
5650,7.35015,338.9,0.02
5654,8.30005,15.47,1
5656,8.6001,26.91,1
5670,8.40013,8.256,0.02
5671,7.60009,17.13,1
5681,8.85008,7.792,1
5693,9.00011,22.14,1
5705,9.28001,2.746,1
5708,9.10014,8.69,1
5712,9.26019,15.91,2.5
5719,9.21017,20.37,1
5720,8.9001,3.457,1
5721,9.83014,0,0.2
5724,8.9001,8.22,1
5731,9.51013,0.7355,0.2
5749,8.70012,6.932,0.2
5754,9.51013,0.2048,1
5765,9.23005,12.01,1
5776,9.00011,1.941,0.02
5790,9.35017,7.637,0.2
5800,7.00009,98.78,1
5805,9.95015,0,0.2
5813,9.00011,14.74,1
5816,9.00011,17.93,1
5820,7.00009,1004,0.2
5826,9.05011,7.595,1
5828,9.6801,0.08644,1
5833,9.11003,1.828,2.5
5839,8.9001,35.4,1
5840,9.05011,24.89,1
5849,9.35017,17.6,0.2
5850,8.6001,11.67,0.02
5852,7.00009,268.9,1
5853,8.9001,4.175,0.2
5864,9.30006,0.3803,0.2
5869,8.85008,5.368,1
5873,8.95014,2.361,0.2
5881,7.15023,403.3,0.2
5884,9.25005,98.32,0.2
5896,9.30006,0.3909,0.2
5899,8.30005,38.28,1
5903,7.35015,737.4,0.2
5916,9.11003,1.243,1
5919,9.11003,0.6986,0.2
5922,9.05011,15.53,0.2
5928,9.25005,11.78,0.2
5937,9.23005,0.1397,0.2
5942,9.70013,7e-06,0.2
5951,9.00011,12.55,1
5964,9.06006,0.8389,1
5970,8.55009,10,0.2
5977,8.9001,15.49,1
5985,7.60009,41.36,0.2
5997,9.00011,4.223,0.02
6002,9.35017,6.282,0.2
6005,8.70012,20.34,0.02
6007,9.41005,0.09429,0.2
6010,9.41005,12.37,1
6015,9.23005,4.251,1
6019,9.15998,0.000361,0.2
6040,9.30006,2.314,1
6042,8.95014,1.304,0.2
6048,8.55009,29.32,1
6055,9.11003,6.032,1
6072,8.9001,7.061,0.2
6079,8.75008,2.094,0.2
6085,8.40013,28.31,1
6087,9.95015,0,0.2
6094,8.70012,13.83,1
6105,9.15998,0.2197,1
6117,9.05011,6.069,1
6119,9.23005,8.06,0.2
6122,8.6001,19.11,1
6123,9.15026,4.191,0.2
6135,9.48013,55.18,2.5
6136,9.65014,0.07428,0.2
6139,9.30006,12.55,0.2
6146,8.65013,7.198,1
6158,8.80014,4.91,0.02
6160,8.80014,2.968,0.2
6164,9.60011,0.1361,0.2
6168,7.00009,30.5,1
6178,8.9001,2.838,0.2
6193,7.25002,1691,0.2
6195,7.15023,142.6,0.2
6201,8.55009,60.67,1
6210,8.9001,6.952,1
6216,9.51013,2.34,2.5
6223,9.74009,1.2e-05,0.2
6228,9.11003,11.75,2.5
6236,9.10014,10.67,0.2
6239,9.23005,0.06939,0.2
6249,7.15023,81.23,1
6250,7.00009,79.84,0.02
6253,9.28001,7.354,1
6263,8.9001,10.65,0.2
6269,8.80014,14.67,0.2
6278,9.06006,25.29,2.5
6288,8.80014,20.37,0.2
6289,7.05008,801.7,0.02
6296,9.28001,0.2513,0.2
6307,9.34017,0.1323,0.2
6310,9.50008,4.652,0.2
6317,7.10012,141.2,0.2
6326,9.72012,0.1525,1
6327,9.15026,12.92,0.2
6333,8.80014,20.08,1
6339,9.35017,7.505,0.2
6349,9.81016,0,0.2
6350,9.30006,1.132,1
6362,9.32006,0.2979,1
6368,9.20015,14.95,0.2
6382,9.15026,7.229,0.2
6396,9.06006,4.466,0.2
6397,9.40014,6.703,1
6399,9.11003,13.93,2.5
6400,9.28001,0.3945,2.5
6405,9.06006,1.849,2.5
6406,8.40013,8.197,0.02
6413,9.23005,5.663,2.5
6421,8.40013,21.18,0.2
6422,9.28001,0.07363,2.5
6427,9.30006,0.1432,0.2
6436,7.20012,100.7,0.2
6446,9.44008,0.08473,0.2
6451,9.25005,6.412,1
6459,8.50007,63.83,0.2
6460,7.00009,294.9,0.2
6489,9.06006,5.062,2.5
6491,9.41005,1.021,2.5
6529,9.44008,2.432,1
6532,8.80014,11.21,1
6533,9.21017,3.926,1
6542,9.30006,1.278,1
6562,8.70012,10.72,0.02
6573,9.15998,19.53,2.5
6576,9.8601,0,0.2
6577,9.30006,2.783,1
6588,9.34017,8.065,2.5
6595,9.10014,10.5,1
6600,9.25005,3.057,1
6612,9.95015,0,0.2
6614,9.00011,8.169,1
6615,9.44008,3.213,1
6618,9.23005,3.187,0.2
6624,8.9001,24.91,0.02
6634,9.8501,0,0.2
6635,7.00009,414,0.2
6648,7.40011,107.3,0.2
6652,9.05011,5.491,0.2
6656,8.95014,2.344,0.2
6659,7.35015,148.3,0.2
6670,9.00011,11.86,1
6674,8.9001,25.47,1
6675,9.40014,0.1501,0.2
6677,8.80014,8.454,0.2
6678,9.70013,0.01268,0.2
6683,8.9001,6.489,0.02
6688,8.95014,1.68,0.2
6696,8.9001,4.125,0.2
6699,9.44008,0.01894,0.2
6713,8.95014,19.55,1
6718,9.06006,22.15,2.5
6720,8.20013,30.9,0.2
6727,9.70013,0.002357,0.2
6731,8.95014,9.739,0.2
6733,8.40013,36.34,1
6737,8.85008,5.692,0.2
6744,9.80015,0,0.2
6746,9.11003,12.65,2.5
6750,9.23005,1.033,2.5
6769,8.75008,3.824,1
6771,9.23005,8.368,1
6774,8.80014,3.592,1
6779,9.6801,0.126,1
6787,8.9001,9.449,1
6789,9.30006,6.153,1
6800,9.00011,38.17,1
6801,8.6001,6.24,1
6807,9.44008,1.335,1
6811,9.21017,5.033,0.2
6818,7.10012,153.3,1
6830,9.28001,0.2887,0.2
6837,9.21017,2.347,0.2
6838,8.75008,7.879,1
6846,9.60011,0.03489,1
6856,9.28001,0.3722,0.2
6864,7.90008,232.5,1
6868,8.0001,162,0.2
6877,9.41005,9.625,0.2
6880,8.70012,39.87,0.2
6884,9.00011,21.36,1
6897,9.11003,3.447,2.5
6900,8.80014,10.99,1
6915,9.30006,4.725,1
6964,7.35015,121.9,0.2
6966,9.21017,5.486,2.5
6973,8.85008,18.68,1
6974,9.05011,15.99,1
6977,9.05011,14.87,1
6978,9.11003,9.463,1
6981,9.8601,0,0.2
6985,9.11003,3.099,0.2
6991,9.35017,3.096,1
6994,7.10012,133.7,0.2
7015,9.25005,10.23,1
7018,9.51013,0.4473,0.2
7051,9.95015,0,0.2
7056,8.0001,12.03,1
7058,9.00011,5.229,1
7066,7.00009,81.1,0.02
7072,7.80013,220.5,0.2
7076,9.06006,41.31,2.5
7077,7.50006,62.26,1
7080,9.40014,0.1195,1
7081,9.11003,11.52,2.5
7084,8.35016,23.71,0.2
7086,8.45005,6.406,1
7094,8.70012,10.7,0.02
7099,8.75008,2.788,1
7104,8.9001,2.314,1
7113,9.00011,15.24,0.02
7129,9.10014,14.01,1
7132,8.50007,35.78,0.2
7146,8.20013,72.36,1
7149,8.0001,80.4,0.2
7154,9.28001,11.7,2.5
7157,8.9001,4.98,1
7185,9.44008,0.00908,1
7190,9.10014,20.08,1
7198,8.70012,33.21,1
7201,8.80014,6.593,0.2
7205,9.23005,3.567,1
7209,9.30006,7.75,1
7210,8.70012,16.6,0.2
7214,9.8901,0,0.2
7221,8.75008,3.236,1
7222,9.5501,1.699,1
7223,9.94014,0,0.2
7224,9.00011,15.22,1
7250,8.40013,12.67,1
7256,9.41005,0.05892,0.2
7260,7.40011,131.6,0.2
7268,9.28001,0.2002,1
7271,8.55009,1278,0.2
7285,8.6001,22.38,0.2
7292,8.70012,11.3,1
7302,9.06006,5.789,1
7304,9.32006,7.083,1
7308,8.10013,26.3,0.2
7312,8.20013,17.02,0.2
7322,8.70012,11.57,0.02
7334,9.10014,8.935,1
7348,9.36014,0.8513,0.2
7351,8.20013,319.5,0.2
7357,7.50006,127.2,0.2
7361,8.35016,14.36,0.2
7364,8.75008,28.08,1
7373,9.23005,0.6615,2.5
7379,9.36014,0.3721,0.2
7388,9.44008,0.5649,0.2
7390,9.34017,11.94,2.5
7411,9.8501,0,0.2
7423,9.21017,0.09284,0.2
7430,9.23005,0.4655,0.2
7443,9.00011,9.736,1
7447,9.21017,27.63,0.2
7449,8.55009,5.185,1
7455,7.00009,269.9,0.2
7474,8.50007,6.614,0.02
7484,8.25004,18.35,0.2
7487,8.45005,1.881,0.2
7488,9.00011,8.264,1
7490,8.50007,6.597,0.2
7491,9.36014,17.86,0.2
7501,8.75008,8.365,0.2
7510,9.15998,6.374,1
7511,9.06006,9.361,1
7512,9.34017,1.962,1
7515,9.05011,10.97,0.2
7549,9.15998,5.667,1
7556,7.80013,85.65,0.2
7557,7.50006,263.6,0.2
7564,9.30006,18.88,0.2
7569,8.45005,6.503,0.2
7578,9.15998,2.961,1
7587,9.38015,0.02785,1
7589,8.95014,12.31,1
7603,8.40013,42.47,1
7605,9.06006,4.547,2.5
7606,9.63014,0.03744,0.2
7607,9.60011,0.000161,0.2
7614,9.60011,4.332,1
7619,9.48013,7.353,2.5
7621,9.70013,0.1541,0.2
7623,8.9001,24.91,1
7627,9.21017,4.392,1
7638,8.55009,13.3,1
7645,9.05011,8.808,1
7650,9.40014,0.08743,1
7661,9.23005,0.5202,1
7671,8.80014,12.41,1
7701,9.8601,0,0.2
7720,8.85008,10.95,0.2
7728,7.50006,122.6,0.2
7731,9.60011,0.1869,0.2
7733,7.50006,196.4,0.2
7739,9.05011,17.95,1
7749,9.40014,3.283,0.2
7753,9.25005,8.585,1
7756,8.0001,51.29,0.2
7759,9.00011,27.6,1
7764,9.00011,7.375,1
7776,9.30006,5.683,2.5
7782,7.35015,35.7,1
7786,9.25005,5.336,0.2
7794,9.06006,7.509,2.5
7813,9.06006,1.971,1
7821,8.9001,14.15,1
7822,7.40011,37.31,1
7823,9.21017,7.199,2.5
7824,9.63014,0.1888,0.2
7857,9.70013,0.05132,1
7858,7.35015,180.6,0.2
7868,9.48013,1.229,0.2
7870,7.10012,1088,0.2
7874,9.06006,5.731,2.5
7876,9.21017,0.04332,0.2
7895,9.44008,0.06757,0.2
7902,9.50008,16.01,0.2
7910,9.41005,4.108,2.5
7918,8.85008,9.478,1
7922,9.05011,8.505,0.2
7923,9.35017,5.494,1
7925,9.06006,5.708,2.5
7927,9.48013,0.3064,1
7941,9.25005,29.24,0.2
7951,9.80015,0,0.2
7952,9.8501,0,0.2
7958,9.21017,3.368,1
7962,9.25005,6.741,1
7966,7.00009,827.3,0.2
7971,7.70011,26.78,1
7995,9.32006,0.2478,0.2
8009,9.05011,3.683,0.2
8015,9.38015,0.1217,1
8020,9.88014,0,0.2
8024,9.15998,7.515,1
8025,8.95014,12.73,1
8028,9.11003,2.622,0.2
8043,8.6001,9.316,0.2
8050,9.06006,16.79,1
8056,9.06006,28.05,2.5
8062,9.30006,4.85,1
8081,9.63014,7.2e-05,0.2
8084,8.45005,80.1,0.2
8090,8.85008,21.85,0.2
8093,8.70012,4.448,0.02
8109,9.23005,7.808,1
8114,9.25005,7.759,1
8121,9.00011,11.35,1
8127,9.57008,1.823,0.2
8138,9.11003,3.858,1
8142,9.06006,17.7,1
8143,9.40014,0.02866,2.5
8144,9.41005,0.03024,1
8146,8.9001,2.331,0.2
8155,9.35017,2.466,1
8159,8.50007,14.83,1
8170,9.11003,4.713,2.5
8171,9.26019,0.7579,0.2
8174,9.32006,1.844,2.5
8180,9.05011,17.27,1
8213,8.80014,6.833,0.02
8216,7.00009,3853,1
8218,9.15998,1.866,0.2
8230,9.25005,16.96,1
8234,9.23005,20.25,1
8236,9.35017,14.56,1
8237,9.57008,0.000482,0.2
8241,9.20015,6.931,1
8253,8.70012,6.86,0.2
8270,9.51013,9.821,2.5
8277,9.38015,4.12,2.5
8287,7.40011,43.06,1
8296,7.00009,27460,1
8298,9.23005,3.247,1
8302,9.21017,0.00015,0.2
8306,8.80014,17.94,1
8310,9.06006,2.196,0.2
8317,10.08,0,2.5
8324,7.00009,79.7,0.02
8334,8.9001,26.76,1
8335,9.11003,3.693,1
8341,9.57008,0.1282,1
8344,7.00009,479.7,0.2
8347,8.80014,56.22,1
8348,7.00009,625.3,1
8360,8.35016,39.7,0.2
8365,8.6001,2.085,0.2
8367,7.40011,40.82,1
8368,8.30005,259.1,0.2
8385,8.80014,13.33,1
8394,8.80014,10.41,0.2
8400,9.28001,0.5718,2.5
8403,7.60009,20.83,1
8409,9.48013,0.7589,1
8411,7.00009,84.47,0.2
8418,9.28001,0.6227,2.5
8429,9.30006,10.94,0.2
8435,8.95014,8.125,1
8454,9.11003,0.01223,2.5
8455,8.30005,12.3,0.02
8457,9.35017,4.504,1
8460,7.00009,107.5,1
8462,9.72012,1e-05,0.2
8473,9.40014,1.025,1
8474,8.6001,17.58,1
8477,9.36014,8.023,1
8485,9.30006,32.35,0.2
8486,9.54008,0.000959,0.2
8488,8.95014,0.09159,1
8489,8.80014,53.88,1
8513,7.05008,57.09,0.02
8514,9.15998,77.71,0.2
8538,9.8601,0,0.2
8541,7.80013,42.4,0.2
8544,8.65013,24.26,1
8546,8.70012,13.07,1
8547,9.23005,4.823,2.5
8548,7.00009,1026,0.2
8551,8.40013,64.36,1
8554,9.00011,4.302,1
8561,7.50006,96.64,0.2
8562,9.44008,1.949,2.5
8567,9.00011,9.101,1
8571,7.00009,666.7,0.2
8574,9.26019,1.877,1
8577,8.25004,8.047,0.2
8594,9.70013,0.004846,0.2
8600,8.0001,83.32,0.2
8605,8.85008,6.027,1
8610,8.50007,15.3,1
8622,9.57008,0.5309,0.2
8632,7.90008,76.87,0.2
8649,7.50006,52.68,0.2
8657,9.21017,2.042,1
8666,9.51013,9.796,2.5
8684,9.06006,0.6754,0.2
8685,9.57008,6.958,2.5
8687,8.95014,9.667,1
8698,7.40011,130.7,0.2
8706,9.26019,0.7101,2.5
8715,8.95014,8.78,0.2
8724,7.15023,173.5,0.2
8725,9.63014,7.7e-05,0.2
8728,9.26019,3.587,2.5
8732,9.34017,0.1704,0.2
8734,8.70012,43.94,1
8737,9.21017,0.8186,0.2
8747,9.15998,1.133,0.2
8753,7.10012,127.6,0.2
8759,8.65013,12.15,0.2
8768,7.40011,64,1
8771,9.51013,1.531,0.2
8777,9.21017,0.7189,0.2
8779,9.36014,0.06036,1
8781,8.50007,19.03,1
8789,8.6001,22.52,0.2
8793,9.70013,0.04745,1
8797,9.72012,0.08366,1
8806,9.81016,0,0.2
8811,9.6801,3.975,1
8817,8.80014,7.648,0.02
8828,9.05011,4.587,0.2
8831,9.41005,0.000928,0.2
8841,9.54008,0.1315,0.2
8853,9.30006,7.854,1
8858,9.48013,4.39,0.2
8859,9.00011,1.117,1
8870,8.9001,29.6,0.2
8872,8.65013,40.8,1
8876,8.35016,7.352,0.2
8883,9.11003,10.53,2.5
8885,9.10014,13.63,1
8887,9.15026,7.009,0.2
8890,7.80013,23.4,0.2
8893,7.40011,282.7,0.2
8916,8.95014,7.516,1
8921,9.70013,0.06342,1
8922,8.25004,10.32,1
8933,9.06006,0.5706,2.5
8934,7.60009,63.48,0.2
8935,8.50007,24.2,0.2
8943,9.06006,12.18,2.5
8949,7.40011,801.1,0.2
8957,9.60011,0.1667,1
8962,9.63014,0.04654,1
8966,7.40011,320.4,0.2
8973,7.35015,115.2,0.2
8986,9.70013,0.006439,0.2
8987,8.95014,9.469,0.2
8991,8.70012,3.551,0.02
8992,7.00009,41.23,1
8994,7.05008,243,0.2
8996,9.78015,0,0.2
8999,8.80014,12.6,1
9000,8.9001,11.08,0.02
9003,9.35017,17.54,0.2
9012,8.9001,0.2483,1
9016,8.95014,8.365,0.2
9018,8.85008,6.122,1
9019,9.57008,0.2409,1
9023,9.11003,8.805,0.2
9026,9.00011,12.96,1
9033,9.72012,3e-06,0.2
9035,9.51013,0.1171,0.2
9037,8.6001,11.59,1
9043,9.23005,11.74,1
9044,9.63014,0.07151,1
9050,9.05011,5.182,1
9062,9.74009,0.02114,0.2
9063,8.95014,4.731,0.2
9064,8.30005,18.04,1
9079,8.50007,4.88,0.2
9080,9.44008,0.02509,1
9083,9.94014,0,0.2
9094,9.45006,1.677,0.2
9095,9.65014,0.06818,0.2
9100,9.21017,5.1e-05,0.2
9104,7.10012,372.9,0.2
9116,9.15998,10.2,0.2
9121,7.70011,83.32,0.2
9124,8.9001,9.195,0.2
9133,8.9001,16.28,0.2
9141,8.30005,21.87,0.2
9147,9.70013,0.3884,2.5
9156,9.30006,0.6081,0.2
9159,7.40011,135.6,0.2
9164,7.90008,114.1,1
9175,9.80015,0.0871,1
9180,9.11003,29.43,2.5
9190,9.06006,4.467,2.5
9192,9.06006,13.25,2.5
9193,7.30004,125.1,0.2
9217,9.40014,14.5,0.2
9219,9.06006,2.75,2.5
9220,9.25005,4.947,1
9236,8.35016,28.3,1
9237,9.15026,8.114,1
9245,9.34017,0,1
9257,9.72012,0.4289,1
9259,9.15998,12.22,2.5
9260,9.32006,1.8e-05,1
9262,7.05008,446.4,0.2
9263,9.41005,0.03331,1
9264,9.10014,7.89,1
9274,9.25005,9.097,0.2
9307,9.8901,0,0.2
9309,9.21017,0.2248,1
9318,9.20015,5.041,0.2
9319,7.70011,56.12,0.2
9324,9.06006,1.962,2.5
9325,8.65013,20.11,1
9335,7.60009,235.3,1
9354,8.45005,19.8,0.2
9356,9.25005,4.324,0.2
9365,8.9001,8.431,1
9367,8.6001,10.28,0.02
9381,9.65014,0.2885,1
9383,9.10014,18.25,0.2
9387,8.50007,13.61,1
9401,9.32006,0.8891,1
9406,9.48013,1.853,1
9407,9.35017,10.78,0.2
9409,8.9001,4.4,1
9417,9.34017,0.6156,1
9430,9.06006,5.397,2.5
9436,8.9001,5.33,0.02
9437,9.15998,0.003647,2.5
9450,8.20013,46.71,0.2
9451,8.75008,17.86,0.2
9454,9.28001,1.426,2.5
9456,8.95014,0.9392,0.2
9457,9.00011,4.588,1
9458,9.06006,0.8087,0.2
9463,9.26019,1.534,1
9464,9.35017,5.346,0.2
9476,9.76009,0,0.2
9480,8.9001,5.645,1
9481,9.25005,7.867,1
9484,8.80014,79.76,0.2
9485,8.50007,24.06,0.2
9487,9.15998,23.31,2.5
9490,9.00011,6.299,1
9492,9.11003,25.76,2.5
9495,9.00011,7.477,0.2
9505,9.15998,2.447,1
9506,9.26019,1.399,0.2
9507,9.48013,0.003719,0.2
9511,8.50007,3.441,1
9515,9.44008,0.0087,0.2
9516,9.36014,3.208,1
9520,9.06006,31.32,2.5
9525,7.00009,208.4,1
9529,9.23005,6348,1
9531,7.30004,161.8,0.2
9537,7.00009,333.7,1
9542,9.10014,3.507,1
9545,9.30006,25.57,1
9556,8.50007,29.66,1
9560,9.40014,2.288,1
9564,7.10012,116.3,0.2
9574,9.15998,0.9818,2.5
9582,7.10012,635.6,0.2
9592,9.63014,0.05012,1
9597,9.26019,4.994,0.2
9603,9.05011,13.3,1
9615,9.15998,8.594,2.5
9620,9.23005,2.315,1
9623,8.50007,16.26,1
9624,8.55009,120,1
9627,9.15998,5.588,2.5
9636,9.10014,11.36,0.2
9640,8.80014,12.23,1
9666,8.6001,11.52,1
9668,9.74009,0,0.2
9672,9.15026,9.668,0.2
9678,9.15998,21.68,2.5
9685,8.75008,6.28,1
9687,9.00011,19.07,1
9693,9.74009,9e-06,0.2
9697,7.00009,151.9,0.2
9701,9.21017,2.662,0.2
9712,9.23005,1.132,0.2
9713,9.45006,3.44,0.2
9714,9.38015,0.06023,1
9719,9.41005,11.23,2.5
9722,7.00009,480.9,0.2
9732,9.20015,7.097,1
9737,8.9001,5.543,1
9740,9.38015,7.275,1
9742,9.40014,4.927,1
9752,8.80014,15.26,1
9758,9.21017,20.38,2.5
9760,9.06006,3.154,1
9761,9.38015,0.1029,0.2
9772,9.11003,1.403,2.5
9787,8.95014,22.04,0.2
9791,8.6001,9.519,0.2
9815,8.30005,13.97,0.2
9825,9.32006,0.4901,0.2
9827,9.11003,36.35,1
9832,9.26019,12.35,1
9848,9.50008,5.538,0.2
9868,8.45005,6.42,1
9884,9.54008,0.6328,1
9890,9.06006,7.471,2.5
9894,9.00011,3.273,1
9897,8.6001,3.791,0.02
9899,9.15998,0.01728,2.5
9901,8.75008,14.9,1
9903,9.88014,0,0.2
9908,9.32006,7.897,2.5
9915,7.40011,126.6,0.2
9918,9.05011,5.921,1
9921,9.11003,0.8469,2.5
9928,9.06006,0.7388,1
9932,9.30006,2.816,0.2
9937,9.95015,0,0.2
9944,9.06006,28.42,2.5
9947,8.6001,8.306,1
9948,9.90011,0,0.2
9949,8.95014,146.3,1
9952,8.80014,10.49,0.02
9958,9.21017,15.6,0.2
9961,8.70012,10.12,1
9967,8.95014,38.86,0.2
9970,8.70012,7.53,0.2
9972,8.55009,40.32,1
9974,8.70012,6.316,1
9980,8.9001,44.93,1
9982,9.21017,64.02,2.5
9984,7.25002,78.75,0.2
9985,9.51013,0.4758,1
9996,8.6001,16.65,0.2
9998,9.41005,0.4476,1
9999,9.34017,4.206,1
10013,9.30006,13.36,0.2
10014,10.01,0,0.2
10015,9.10014,17.91,1
10033,9.48013,0.1282,0.2
10038,9.6801,0.04556,1
10039,9.80015,0,0.2
10041,9.48013,7.751,2.5
10049,9.90011,1.325,1
10067,8.80014,11.03,0.2
10069,9.11003,3.278,2.5
10079,8.65013,13.64,0.2
10081,9.30006,0.1058,0.2
10082,8.9001,13.35,0.2
10088,9.78015,0,0.2
10102,8.6001,25.01,0.02
10104,7.50006,247.6,0.2
10113,9.15026,30.03,1
10117,8.80014,8.1,1
10118,8.65013,40.48,1
10119,8.55009,12.88,1
10122,9.54008,1.071,1
10129,8.50007,9.712,0.2
10135,8.30005,4.767,0.2
10143,9.76009,0.489,1
10145,9.15998,1.546,1
10155,9.15998,3.075,0.2
10158,8.85008,4.883,1
10168,8.80014,3.803,0.2
10176,9.45006,3.889,1
10184,9.70013,0.03527,0.2
10188,9.15998,4.613,1
10189,9.28001,0.1225,1
10195,9.00011,11.53,1
10196,9.38015,0.05201,0.2
10201,8.6001,20.15,0.02
10231,8.70012,40.16,1
10240,7.00009,281.5,0.2
10241,9.06006,5.932,2.5
10244,9.10014,23.55,0.2
10254,9.34017,4.914,1
10257,9.44008,0,2.5
10259,9.63014,0.5297,0.2
10260,8.30005,24.58,0.02
10263,8.95014,6.379,1
10265,9.28001,1.151,1
10270,9.90011,0,0.2
10281,9.06006,9.271,1
10283,9.83014,0.001515,1
10288,9.34017,0.6802,1
10289,8.9001,75.25,0.2
10301,9.70013,5e-06,0.2
10304,9.23005,1.289,1
10311,9.30006,0.04313,0.2
10313,7.10012,472.2,0.2
10320,9.34017,1.957,0.2
10321,9.32006,4.855,1
10326,9.48013,0.1953,0.2
10327,8.75008,6.87,0.2
10328,9.9501,0.0166,0.2
10343,8.30005,26.88,0.2
10344,9.70013,0.05136,1
10353,8.70012,25.94,0.02
10357,8.0001,69.04,0.2
10358,8.9001,13.34,0.2
10360,9.60011,0.07629,0.2
10364,9.44008,4.691,0.2
10378,9.6801,7.5e-05,0.2
10389,9.30006,18.83,1
10390,9.60011,4.84,0.2
10398,8.6001,13.15,0.2
10403,9.35017,7.065,0.2
10405,8.35016,17.14,0.2
10410,8.95014,2.729,0.2
10416,9.32006,1e-06,1
10419,8.45005,107.8,1
10427,8.40013,47.31,0.2
10434,9.15998,13.35,1
10439,9.20015,8.726,1
10444,9.26019,6.098,1
10459,8.6001,15.49,1
10473,9.76009,0.01453,1
10475,8.6001,9.884,1
10476,9.45006,5.907,0.2
10481,9.60011,4.3e-05,0.2
10484,9.00011,4.547,0.02
10486,9.05011,23.5,1
10491,9.25005,13.3,0.2
10495,9.11003,4.185,2.5
10502,7.15023,58.38,1
10506,8.45005,22.17,1
10513,7.90008,98.13,0.2
10528,8.35016,43.76,0.2
10535,9.63014,0.02645,0.2
10538,9.00011,30.33,1
10540,9.15998,7.197,0.2
10552,9.32006,2.214,0.2
10557,8.40013,85.39,0.2
10560,8.75008,10.49,1
10561,9.6801,0.1148,0.2
10566,9.40014,8.997,0.2
10569,8.25004,31.15,0.2
10577,9.41005,1.244,0.2
10591,9.72012,0.1168,1
10601,8.9001,12.64,1
10614,9.15026,4.983,0.2
10615,8.10013,32.91,0.2
10616,8.65013,5.943,0.2
10621,9.26019,3.099,2.5
10624,9.21017,111.2,1
10626,9.00011,2.109,1
10627,9.36014,2.337,1
10629,9.60011,0.1854,1
10641,7.00009,1154,1
10655,7.35015,76.45,1
10664,8.9001,7.215,1
10675,9.10014,5.479,0.2
10688,8.70012,11.38,0.02
10700,9.76009,0.158,0.2
10706,9.63014,0.1491,0.2
10708,7.70011,50.88,0.2
10721,7.30004,389.9,0.2
10723,8.30005,32.89,0.2
10729,7.05008,434.9,0.2
10734,7.05008,137.3,0.2
10735,8.50007,8.915,0.02
10742,8.9001,85.52,1
10743,9.28001,10.97,1
10748,9.81016,0.07736,1
10749,8.75008,17.5,1
10751,9.20015,7.102,0.2
10755,9.74009,0.05748,0.2
10766,8.70012,4.639,0.02
10768,9.21017,6.056,0.2
10774,9.60011,0.4007,1
10780,9.28001,0.4893,0.2
10787,9.80015,0,0.2
10791,9.00011,195.1,0.2
10797,9.44008,3.711,1
10799,7.00009,266.9,0.2
10803,7.00009,360.1,1
10819,8.70012,11.97,0.2
10822,9.44008,0,2.5
10823,9.54008,0.1395,1
10834,8.80014,14.37,1
10862,8.35016,19.68,0.2
10868,9.05011,5.665,1
10887,9.6801,2.8e-05,0.2
10888,8.40013,46.85,0.2
10889,7.40011,280.6,0.2
10902,9.41005,0.003773,0.2
10905,9.60011,0.000173,0.2
10918,7.70011,56.46,1
10927,9.00011,28.82,1
10952,8.80014,16.42,0.2
10954,8.9001,16,1
10955,9.80015,0,0.2
10960,9.78015,0.02451,1
10965,8.9001,34.61,1
10982,9.06006,1.886,0.2
10985,9.25005,8.943,1
10987,8.65013,39.99,1
10993,7.00009,136.5,1
10994,8.6001,9.415,0.2
11023,9.80015,0,0.2
11041,8.80014,11.13,1
11043,9.70013,0.05021,0.2
11045,8.65013,4.521,1
11051,9.60011,1.007,0.2
11054,7.90008,70.37,0.2
11063,8.9001,49.43,1
11083,9.00011,10.84,1
11092,9.88014,0,0.2
11095,9.6801,0.08894,1
11101,8.75008,3.737,1
11108,9.15998,3.923,0.2
11115,9.41005,1.337,1
11127,9.15998,2.453,0.2
11132,9.06006,7.308,1
11133,9.30006,7.316,1
11136,8.9001,9.58,0.02
11138,8.50007,8.518,0.2
11154,9.32006,28.16,1
11159,9.00011,6.4,0.2
11167,7.35015,94.63,0.2
11170,8.95014,67.69,1
11188,9.78015,0,0.2
11191,8.95014,10.43,1
11196,7.20012,596.6,0.2
11209,7.50006,140.9,0.2
11213,9.00011,5.044,1
11214,9.11003,28.75,2.5
11217,8.70012,10.53,0.02
11218,9.81016,0,0.2
11223,9.15998,10.33,2.5
11236,8.80014,4.139,1
11253,9.06006,7.191,1
11270,9.06006,25.06,2.5
11289,9.41005,0.1535,0.2
11293,9.5501,1.614,0.2
11299,8.6001,59.41,1
11304,9.26019,21.91,2.5
11317,8.50007,66.76,0.2
11332,9.65014,0.7244,0.2
11339,9.40014,7.641,0.2
11363,8.45005,29.01,0.2
