id,mag,mass,zbest,zspec,ra,dec
7129,21.529,10.1532,0.97,-99,150.176229,2.264448
7132,23.2244,10.0106,2.93,-99,150.161407,2.264956
7146,22.6093,9.85083,1.798,-99,150.138328,2.264829
7149,23.684,10.0621,2.25,-99,150.104226,2.264939
7154,22.9231,10.9749,2.2,-99,150.141995,2.265101
7157,24.8917,9.54882,3.036,-99,150.20027,2.265487
7185,22.0006,10.0044,0.891,-99,150.176092,2.26524
7190,22.7734,10.3381,1.8,-99,150.088437,2.265702
7198,22.9288,10.1004,2.8562,-99,150.142671,2.265065
7201,23.7761,9.60101,2.126,-99,150.093892,2.265662
7205,21.4909,10.3076,0.9,-99,150.054058,2.26488
7209,21.7479,10.4844,1.28,-99,150.064595,2.264048
7210,23.6317,9.93555,1.481,-99,150.081628,2.265934
7214,18.0858,11.4101,0.58,-99,150.169428,2.263689
7221,23.6285,9.69039,1.7602,-99,150.07883,2.265767
7222,24.3289,9.80524,1.72,-99,150.083527,2.266061
7223,22.0806,9.70234,0.46,-99,150.119678,2.265992
7224,21.1158,10.1089,0.736,-99,150.116728,2.265269
7250,24.94,10.0352,6.75,-99,150.125772,2.26661
7256,22.1987,10.6514,1.651,-99,150.085096,2.26618
7260,23.398,9.58632,2.42,-99,150.184478,2.266259
7268,22.2975,10.2968,1.174,-99,150.194197,2.266365
7271,24.68,11.2723,8.985,-99,150.20259,2.266821
7285,23.6316,9.80814,2.88,-99,150.168289,2.266576
7292,23.29,10.0077,2.215,-99,150.200972,2.266513
7302,22.3747,10.686,1.89,-99,150.202925,2.266745
7304,21.2586,10.9022,1.405,-99,150.080362,2.265939
7308,23.4121,9.64326,1.73,-99,150.09038,2.266908
7312,24.0262,9.4488,2.98,-99,150.14436,2.266885
7322,24.3863,11.1815,6.24,-99,150.060309,2.267329
7334,20.9345,10.0299,0.66,-99,150.133857,2.266255
7348,24.8201,9.64473,1.765,-99,150.097213,2.267728
7351,21.159,10.7915,1.839,-99,150.07906,2.266569
7357,24.0492,9.87096,2.598,-99,150.193289,2.267458
7361,23.5596,9.92742,3.1647,-99,150.154609,2.267755
7364,22.7419,10.3513,1.375,-99,150.162014,2.266972
7373,21.9063,10.6134,1.205,-99,150.072227,2.267207
7379,21.5059,11.1366,1.646,-99,150.104695,2.267041
7388,21.6404,10.2056,0.83,-99,150.115355,2.267393
7390,22.0627,10.7774,1.54,-99,150.200547,2.267519
7411,21.0112,10.5361,0.699,-99,150.060718,2.267554
7423,24.6289,9.66129,2.17,-99,150.184906,2.268634
7430,23.2412,10.4081,2.068,-99,150.186006,2.268587
7443,21.062,9.89244,0.75,-99,150.121483,2.267288
7447,19.6171,11.1278,0.968,-99,150.068467,2.26549
7449,24.9508,9.32037,3.019,-99,150.153204,2.268865
7455,22.827,9.61532,2.1002,-99,150.097421,2.26846
7474,23.8376,10.1114,3.14,-99,150.083403,2.269036
7484,24.8549,9.68067,2.59,-99,150.172904,2.269189
7487,24.9115,9.6081,2.836,-99,150.128988,2.269329
7488,23.3553,9.54657,1.81,-99,150.122171,2.268098
7490,24.7362,9.36772,2.685,-99,150.152835,2.269268
7491,19.2271,10.9665,0.74,-99,150.11775,2.266774
7501,22.1997,9.76352,1.21,-99,150.08416,2.268965
7510,21.9439,10.102,0.882,-99,150.133036,2.268477
7511,21.4772,10.1274,0.79,-99,150.143583,2.268431
7512,22.3163,10.3884,1.31,-99,150.162686,2.268471
7515,24.2718,9.88372,2.98,-99,150.16445,2.269226
7549,23.3764,9.85966,1.951,-99,150.060964,2.269671
7556,24.1917,9.73666,2.72,-99,150.12876,2.269812
7557,22.664,10.0168,2.02,-99,150.068958,2.269283
7564,23.5598,10.4268,2.877,-99,150.1412,2.269985
7569,23.7975,10.0065,3.021,-99,150.119957,2.269748
7578,24.0371,9.73074,1.905,-99,150.055525,2.270073
7587,22.4667,10.1336,1.0036,-99,150.124947,2.269891
7589,22.3229,10.1379,0.95,-99,150.124929,2.269484
7603,22.5962,10.0888,2.89,-99,150.122517,2.26982
7605,23.1926,10.1133,1.456,-99,150.053793,2.270366
7606,21.9184,10.0771,0.815,-99,150.121927,2.270068
7607,21.3491,10.101,0.667,-99,150.162556,2.269725
7614,22.2468,10.1029,1.062,-99,150.17801,2.270141
7619,24.5222,10.1629,1.64,-99,150.158833,2.270746
7621,21.9099,9.94211,0.753,-99,150.069516,2.269734
7623,22.2079,10.447,1.66,-99,150.149533,2.269611
7627,22.9894,10.3548,1.3545,-99,150.137825,2.270638
7638,23.8975,9.64979,3.02,-99,150.125123,2.2709
7645,20.9625,9.94583,0.66,-99,150.092322,2.269487
7650,20.5292,10.7459,0.94,-99,150.062152,2.268806
7661,22.305,10.4375,1.229,-99,150.151812,2.270965
7671,22.1953,9.96461,1.22,1.257,150.11748,2.270149
7701,22.4685,9.83659,0.65,-99,150.17389,2.271689
7720,23.7229,10.3178,1.813,-99,150.163184,2.271888
7728,23.3862,9.69827,2.15,-99,150.148771,2.27205
7731,20.4583,10.5866,0.74,-99,150.194118,2.2706
7733,23.8735,9.95067,2.5678,-99,150.189716,2.272038
7739,20.8978,10.2255,0.709,-99,150.116413,2.269405
7749,24.0715,9.92027,2.2,-99,150.103035,2.272197
7753,24.5847,9.93839,3.122,-99,150.145884,2.272338
7756,24.7853,9.86238,1.96,-99,150.085078,2.27268
7759,20.8827,10.6361,1.052,1.085,150.056112,2.271286
7764,21.5149,9.73313,0.68,-99,150.185177,2.271599
7776,23.49,10.4184,1.543,-99,150.135718,2.272726
7782,24.8914,9.14253,2.5807,-99,150.189713,2.272941
7786,19.835,9.97497,0.445,-99,150.139603,2.270736
7794,22.2539,10.0165,1.07,-99,150.139872,2.272293
7813,22.5456,10.2271,1.376,-99,150.17296,2.27287
7821,21.7267,9.8957,0.9,-99,150.141229,2.272974
7822,24.7227,9.14567,2.09,-99,150.18979,2.273545
7823,23.1242,10.069,1.85,-99,150.103163,2.272816
7824,21.4314,10.7738,1.25,-99,150.05581,2.271844
7857,20.1473,10.8404,0.72,-99,150.085752,2.271631
7858,23.4365,9.84178,2.6323,-99,150.09343,2.273706
7868,20.1978,10.0341,0.4908,-99,150.110183,2.272583
7870,23.9858,10.4376,2.5527,-99,150.152639,2.27394
7874,22.676,10.6545,1.949,-99,150.194385,2.273318
7876,23.9722,8.83558,1.59,-99,150.178116,2.273829
7895,21.5799,10.9635,1.856,-99,150.061768,2.273741
7902,22.1287,10.4897,1.73,-99,150.052001,2.273657
7910,23.9209,9.65264,1.807,-99,150.084331,2.274631
7918,24.2484,10.3409,2.397,-99,150.113018,2.274637
7922,24.4198,9.72008,2.997,-99,150.195903,2.274613
7923,24.1842,10.0016,2.315,-99,150.11291,2.274321
7925,23.6466,9.88491,1.61,-99,150.072915,2.274469
7927,21.9959,10.1428,0.89,-99,150.07162,2.273682
7941,22.3699,10.7805,1.47,-99,150.109591,2.27427
7951,19.1141,11.0656,0.605,-99,150.091701,2.27304
7952,21.8694,10.1667,0.695,-99,150.114565,2.274665
7958,24.511,9.72762,2.429,-99,150.116457,2.275071
7962,24.3596,9.87344,2.106,-99,150.124402,2.275275
7966,22.9073,9.8962,2.512,-99,150.163548,2.275084
7971,24.1754,9.2832,2.691,-99,150.178566,2.275295
7995,22.6399,10.6785,1.95,-99,150.125706,2.275265
8009,24.1959,9.62912,1.926,-99,150.074283,2.275832
8015,22.5573,10.8425,1.81,-99,150.136569,2.275687
8020,20.5393,10.4946,0.61,-99,150.201788,2.274974
8024,23.6237,10.4848,1.773,-99,150.089636,2.2758
8025,22.3825,10.3003,1.64,-99,150.061748,2.274952
8028,22.6812,9.65914,1.2144,-99,150.153901,2.275836
8043,23.6049,9.84628,2.5,-99,150.161002,2.275902
8050,21.2665,10.3043,0.99,-99,150.145376,2.275022
8056,24.5669,10.4132,2.74,-99,150.130733,2.27633
8062,24.0853,9.84897,2.109,-99,150.139954,2.276129
8081,21.0848,10.2127,0.6434,-99,150.191551,2.275114
8084,22.7961,10.4353,1.59,-99,150.075768,2.27596
8090,22.2869,10.6493,1.67,-99,150.061017,2.275232
8093,24.184,9.53295,2.41,-99,150.140016,2.276505
8109,20.6689,10.3152,0.699,-99,150.113681,2.275583
8114,24.908,9.9861,3.177,-99,150.195688,2.276817
8121,22.1944,9.86191,1.27,-99,150.142411,2.276159
8127,19.6463,11.4837,1.207,-99,150.136534,2.274401
8138,22.1241,10.0327,0.999,-99,150.162337,2.276599
8142,20.9184,10.3407,0.79,0.839,150.062489,2.275145
8143,22.3118,10.3716,1.129,-99,150.085067,2.276659
8144,21.5619,10.462,0.964,-99,150.095248,2.276496
8146,24.773,9.74552,2.939,-99,150.168346,2.277291
8155,24.2497,9.61454,1.9562,-99,150.139638,2.277357
8159,24.263,9.56549,3.468,-99,150.072015,2.277377
8170,23.9817,9.72468,2.096,-99,150.135968,2.277397
8171,21.9634,10.752,1.59,-99,150.138484,2.276592
8174,23.772,10.3342,1.803,-99,150.083533,2.277447
8180,20.5618,10.242,0.744,-99,150.148043,2.276235
8213,24.8182,9.32747,3.05,-99,150.135596,2.278031
8216,20.4043,10.5597,5.751,-99,150.093831,2.276782
8218,23.106,10.6929,2.354,-99,150.140626,2.27748
8230,23.3536,10.3595,1.71,-99,150.07746,2.277964
8234,20.3557,11.0096,1.19,-99,150.15396,2.276199
8236,23.7652,10.4493,2.23,-99,150.061928,2.278396
8237,21.187,10.3166,0.7815,-99,150.077859,2.277272
8241,21.9567,9.88354,0.91,-99,150.127861,2.277863
8253,24.3457,9.63196,2.84,-99,150.155206,2.27876
8270,23.5788,10.5875,2.649,-99,150.141301,2.278219
8277,23.3192,9.55716,1.427,-99,150.149071,2.278007
8287,24.3441,9.25826,2.871,-99,150.147676,2.279039
8296,18.627,11.4126,5.69,-99,150.188401,2.277659
8298,21.9304,10.2141,1.046,-99,150.164689,2.278319
8302,22.3798,10.8851,2.228,-99,150.142942,2.278515
8306,21.0515,9.91336,0.73,-99,150.101499,2.278435
8310,24.0067,9.66745,2.036,-99,150.069135,2.27932
8317,18.9461,9.8262,0.102,-99,150.186778,2.277757
8324,24.9067,9.19747,9.874,-99,150.122902,2.279775
8334,21.2544,10.3955,0.84,-99,150.083386,2.278446
8335,24.1749,9.68939,2.175,-99,150.073387,2.279605
8341,20.9234,10.3005,0.679,-99,150.144658,2.278514
8344,24.1511,10.0065,2.04,-99,150.068306,2.279754
8347,20.0197,10.436,0.66,-99,150.151228,2.278102
8348,22.3298,9.83498,5.334,-99,150.163583,2.279504
8360,23.2021,10.0706,1.797,-99,150.109346,2.279831
8365,24.9853,9.79219,3.419,-99,150.090724,2.280264
8367,24.7278,9.20674,2.74,-99,150.191156,2.280104
8368,22.4476,10.6332,2.047,-99,150.068662,2.279749
8385,22.5494,9.95498,1.601,-99,150.14121,2.279799
8394,23.1016,10.0781,2.42,-99,150.059504,2.280014
8400,22.3734,10.8467,1.8,-99,150.061595,2.280104
8403,23.2452,8.85673,1.18,-99,150.064879,2.271518
8409,23.3215,10.5572,1.73,-99,150.087591,2.280381
8411,22.4563,9.38697,2.5,-99,150.148181,2.279504
8418,24.6646,9.73039,1.736,-99,150.169108,2.280768
8429,19.2822,10.3522,0.448,0.427,150.16112,2.278711
8435,21.8864,10.0479,1.14,-99,150.125855,2.279935
8454,17.3545,11.4143,2.386,-99,150.177744,2.2778
8455,24.7636,9.75891,4.764,-99,150.136919,2.281259
8457,24.0991,9.87763,2.116,-99,150.070176,2.281202
8460,24.8577,9.31044,3.9638,-99,150.158783,2.281126
8462,19.2305,10.8162,0.5396,-99,150.122343,2.279155
8473,22.9925,9.82672,0.912,-99,150.074081,2.281043
8474,24.9962,9.88629,6.079,-99,150.106609,2.281278
8477,20.9898,11.031,1.574,-99,150.139788,2.279643
8485,22.2124,10.8232,2.9131,-99,150.148932,2.280213
8486,21.3871,10.1279,0.74,-99,150.155448,2.280294
8488,23.6438,10.629,-99,-99,150.086762,2.281487
8489,23.533,10.1155,4.214,-99,150.102479,2.281547
8513,24.3271,9.02775,6.84,-99,150.181008,2.28209
8514,22.2357,11.2731,1.93,-99,150.077868,2.281165
8538,18.7604,11.2415,0.6364,-99,150.128964,2.279965
8541,24.5614,9.52029,2.843,-99,150.185335,2.282226
8544,24.7862,10.3514,2.412,-99,150.139374,2.282272
8546,24.4592,9.76088,3.5405,-99,150.092046,2.282232
8547,23.2924,10.4944,1.62,-99,150.079098,2.28179
8548,22.5257,10.0945,2.65,-99,150.143544,2.281799
8551,23.6951,10.4711,1.819,-99,150.079281,2.282062
8554,23.3358,9.73685,1.44,-99,150.054993,2.282076
8561,23.7936,9.75259,2.494,-99,150.144938,2.282394
8562,22.9467,10.2799,1.55,-99,150.093445,2.281827
8567,14.1416,13.1575,4.77,-99,150.181479,2.271267
8571,24.2265,10.168,3.28,-99,150.094031,2.282292
8574,21.8831,9.73108,0.662,-99,150.08194,2.281754
8577,24.4696,9.47202,3.177,-99,150.072473,2.282633
8594,21.9806,9.84159,0.632,-99,150.100301,2.2824
8600,23.4365,9.8264,2.491,-99,150.196224,2.282202
8605,22.9102,9.74189,1.457,-99,150.119816,2.282506
8610,23.499,9.9034,1.74,-99,150.089425,2.282298
8622,20.2442,10.924,0.93,-99,150.074438,2.280907
8632,23.7532,9.68329,2.631,-99,150.161708,2.282687
8649,24.4824,9.48615,2.62,-99,150.2019,2.283356
8657,22.5858,9.93093,0.9956,-99,150.148148,2.283243
8666,22.8599,10.7483,1.675,-99,150.147316,2.282327
8684,23.8412,9.78415,1.54,-99,150.145953,2.283678
8685,23.3915,10.4271,1.544,-99,150.14954,2.28308
8687,21.8822,10.1356,1.19,-99,150.087827,2.283227
8698,23.8933,9.55011,2.54,-99,150.149144,2.283482
8706,22.7894,10.8233,1.66,-99,150.185937,2.283148
8715,21.4044,9.91151,0.87,-99,150.138082,2.282032
8724,24.7734,9.66239,2.9612,-99,150.186602,2.284231
8725,21.1918,10.0961,0.66,-99,150.135357,2.283006
8728,23.1529,10.3771,1.67,-99,150.131216,2.283695
8732,22.8243,10.6267,1.91,-99,150.065004,2.283984
8734,22.153,10.5788,1.613,-99,150.077317,2.283185
8737,22.8379,10.5185,1.883,-99,150.093208,2.28387
8747,22.5313,10.4628,1.6,-99,150.188202,2.283965
8753,23.1065,9.45144,2.19,-99,150.142292,2.284228
8759,23.1651,9.69409,1.939,-99,150.128915,2.284114
8768,23.9483,9.41401,1.549,-99,150.147638,2.284203
8771,21.961,11.0756,1.881,-99,150.092566,2.283768
8777,23.8354,10.5127,2.4,-99,150.093915,2.284722
8779,22.5792,10.3605,1.298,-99,150.151551,2.284497
8781,23.0019,9.76415,1.554,-99,150.137487,2.284404
8789,23.7319,9.92733,1.9143,-99,150.186831,2.284748
8793,20.332,10.7282,0.73,-99,150.071731,2.282947
8797,19.3744,11.232,0.764,-99,150.098035,2.281364
8806,20.4358,10.6815,0.649,-99,150.127718,2.283807
8811,18.2102,11.3971,0.76,-99,150.188944,2.276086
8817,24.4702,9.41403,2.799,-99,150.159289,2.285
8828,23.8721,9.61106,1.984,-99,150.127772,2.285344
8831,24.6941,8.74165,1.23,-99,150.123751,2.285425
8841,24.1063,10.0786,1.67,-99,150.085081,2.285415
8853,23.1294,10.4794,2.07,-99,150.13942,2.28529
8858,22.5565,10.6788,1.9647,-99,150.085774,2.285135
8859,16.2673,12.2467,4.71,-99,150.147965,2.280464
8870,21.6767,10.2302,1.3688,1.497,150.196476,2.28385
8872,22.3487,10.3918,1.747,-99,150.184972,2.284094
8876,24.986,9.31282,3.205,-99,150.112685,2.285791
8883,22.2245,10.4742,1.47,-99,150.089876,2.284826
8885,21.0081,10.0849,0.71,-99,150.057799,2.284736
8887,22.5277,9.91245,1.42,-99,150.085883,2.285371
8890,24.7378,9.41603,2.57,-99,150.098409,2.28585
8893,22.5164,10.1101,1.26,-99,150.121368,2.28514
8916,22.8109,9.90751,1.632,-99,150.167135,2.285788
8921,19.1715,10.9323,0.54,-99,150.073957,2.282278
8922,24.4456,9.34029,2.768,-99,150.179333,2.286401
8933,24.0309,9.70134,1.39,-99,150.177632,2.286508
8934,24.3233,9.39235,2.7,-99,150.095484,2.28649
8935,23.698,9.83322,2.981,-99,150.167187,2.286385
8943,24.0783,9.79702,2.8,-99,150.127846,2.286563
8949,22.0851,10.2903,1.952,-99,150.083443,2.285779
8957,20.9446,10.6927,0.77,-99,150.090669,2.285172
8962,21.2352,10.1327,0.67,-99,150.157713,2.285384
8966,23.8768,10.0699,2.5,-99,150.180017,2.286735
8973,23.2153,9.69883,1.69,-99,150.064044,2.286217
8986,20.7609,9.92793,0.399,-99,150.20166,2.2863
8987,21.5834,10.0016,0.93,-99,150.117431,2.286319
8991,24.0443,9.35928,2.3595,-99,150.095358,2.287221
8992,24.8739,9.07652,6.832,-99,150.12159,2.287126
8994,24.5379,9.64761,3.491,-99,150.096586,2.287251
8996,20.9097,10.0573,0.4603,-99,150.059851,2.286562
8999,21.9485,9.99235,1.21,-99,150.086487,2.286195
9000,24.8287,9.66492,4.62,-99,150.171506,2.287271
9003,23.2778,10.6204,2.6803,-99,150.186976,2.286938
9012,23.3778,10.6795,2.459,-99,150.094236,2.287265
9016,22.5101,10.4679,1.91,-99,150.106744,2.286721
9018,23.298,9.81522,1.342,-99,150.06887,2.286891
9019,21.2685,10.5832,1.226,-99,150.070498,2.286273
9023,23.1582,10.4141,2.136,-99,150.145427,2.287397
9026,21.164,10.0246,0.81,-99,150.197291,2.286272
9033,21.4748,10.2212,0.723,-99,150.089576,2.287131
9035,22.4675,9.86728,0.89,-99,150.078239,2.287367
9037,24.3621,9.55978,3.053,-99,150.180177,2.287475
9043,21.3811,10.4287,1.26,-99,150.179965,2.285957
9044,21.949,10.3993,0.96,-99,150.114525,2.287344
9050,24.4385,9.61579,2.4107,-99,150.095271,2.287899
9062,19.1512,10.8028,0.452,-99,150.181934,2.284647
9063,23.6404,9.91826,2.107,-99,150.095148,2.287794
9064,23.8818,9.55117,2.835,-99,150.174431,2.287896
9079,24.9853,9.30828,3.058,-99,150.104419,2.288409
9080,21.0492,10.5542,0.92,-99,150.058623,2.287302
9083,20.6682,10.2209,0.452,-99,150.100543,2.287177
9094,20.6403,9.72889,0.44,-99,150.18149,2.286339
9095,21.2809,10.4755,0.9,-99,150.079549,2.287762
9100,22.837,10.3753,1.806,-99,150.154651,2.288083
9104,21.461,9.97212,0.97,-99,150.146864,2.287147
9116,23.8151,10.209,2.879,-99,150.189712,2.288569
9121,23.7061,9.73936,1.909,-99,150.140041,2.288723
9124,23.101,10.3751,1.6225,-99,150.152441,2.288655
9133,24.1292,9.82867,3.181,-99,150.096605,2.28913
9141,24.2114,9.73575,2.6178,-99,150.126132,2.289208
9147,19.1593,9.44607,0.16,-99,150.184392,2.273948
9156,21.6284,10.9771,1.69,-99,150.07908,2.288213
9159,23.3091,9.74784,1.953,-99,150.054801,2.289263
9164,24.5192,10.0889,2.495,-99,150.124518,2.289494
9175,17.2514,11.9678,0.816,-99,150.12262,2.286321
9180,23.6602,10.8225,1.88,-99,150.070591,2.289196
9190,23.8092,10.5478,2.516,-99,150.174786,2.289659
9192,23.7332,10.6118,1.75,-99,150.087005,2.289836
9193,23.4527,9.77264,1.74,-99,150.091492,2.289727
9217,18.4651,10.6248,0.44,-99,150.11463,2.284809
9219,22.7485,10.3513,1.839,-99,150.084868,2.28967
9220,23.9984,9.77349,1.638,-99,150.174424,2.290125
9236,23.4445,9.78537,1.65,-99,150.101934,2.290333
9237,21.6324,9.92564,0.73,-99,150.200431,2.288476
9245,24.0736,10.7016,2.6,-99,150.062781,2.290509
9257,19.41,10.6448,0.43,-99,150.196953,2.287793
9259,20.7229,10.4416,0.731,-99,150.165381,2.289403
9260,16.1194,12.1284,2.697,-99,150.146435,2.285736
9262,22.4788,9.94409,1.8814,-99,150.098486,2.289738
9263,21.797,10.5086,1.084,-99,150.127422,2.290151
9264,21.4098,9.83473,0.7247,-99,150.10269,2.289834
9274,22.1832,10.0493,1.18,-99,150.084306,2.289811
9307,18.3428,11.4024,0.5759,-99,150.187042,2.27588
9309,24.6257,10.0278,1.8,-99,150.147213,2.291531
9318,24.4796,9.8144,2.77,-99,150.174338,2.2914
9319,24.6027,9.65676,2.661,-99,150.056074,2.291414
9324,23.5194,10.2532,1.709,-99,150.147051,2.291492
9325,22.7487,10.111,1.225,-99,150.059467,2.291087
9335,21.1846,9.90977,1.17,-99,150.084401,2.290487
9354,23.5828,9.7444,1.824,-99,150.114413,2.291535
9356,23.8158,9.76563,1.901,-99,150.154173,2.291539
9365,22.7632,9.89723,1.68,-99,150.107039,2.291202
9367,24.5506,9.46553,3.1,-99,150.119593,2.291915
9381,20.5502,11.1909,1.22,-99,150.057938,2.290367
9383,24.3772,10.0567,3.4757,-99,150.104999,2.291986
9387,23.703,9.89412,1.781,-99,150.116325,2.291799
9401,23.6785,10.0106,1.504,-99,150.147325,2.291738
9406,23.3785,10.3008,1.79,-99,150.07742,2.291791
9407,20.8714,10.1945,0.7486,-99,150.163936,2.290955
9409,22.9461,9.73077,1.28,-99,150.166475,2.292032
9417,23.3035,9.94734,1.188,-99,150.117887,2.292301
9430,21.9725,9.89253,0.89,-99,150.054996,2.292138
9436,24.829,9.34944,2.81,-99,150.150979,2.292771
9437,16.8151,11.5609,2.33,-99,150.089111,2.288632
9450,23.3168,9.93161,1.94,-99,150.196754,2.292637
9451,22.9461,10.3057,1.72,-99,150.160548,2.292537
9454,24.5466,11.2226,3.004,-99,150.05706,2.292857
9456,24.2353,9.67211,1.86,-99,150.195524,2.293126
9457,24.1177,9.59802,2.019,-99,150.162623,2.292685
9458,23.4725,9.7796,1.56,-99,150.097003,2.292937
9463,21.916,11.0181,1.685,-99,150.077523,2.292314
9464,23.9969,9.79131,2.12,-99,150.084326,2.292842
9476,23.2979,9.63249,0.922,-99,150.061054,2.292286
9480,23.6235,9.70883,1.949,-99,150.11697,2.293284
9481,23.454,9.91181,1.8034,-99,150.177132,2.293163
9484,23.6565,10.8065,1.9,-99,150.082139,2.29315
9485,24.7616,9.92792,2.909,-99,150.164574,2.29334
9487,22.9751,10.1171,1.9,-99,150.067665,2.292523
9490,23.2064,10.0406,1.335,-99,150.077137,2.293176
9492,23.0524,10.4648,2.044,-99,150.127668,2.293507
9495,23.6445,9.63265,1.999,-99,150.084212,2.293324
9505,22.1904,10.7302,1.569,-99,150.096503,2.293014
9506,22.7397,10.9211,2.4576,-99,150.073328,2.293295
9507,21.9654,10.1132,0.894,-99,150.103342,2.292965
9511,24.953,9.74896,3.339,-99,150.125817,2.293721
9515,22.1467,10.0439,0.96,-99,150.114922,2.29244
9516,21.5476,10.6772,1.21,-99,150.168502,2.292895
9520,20.4393,10.8246,1.0953,-99,150.11829,2.292122
9525,22.1604,9.87038,0.93,-99,150.077753,2.292539
9529,12.788,13.5655,2.69,-99,150.187862,2.276925
9531,24.1554,9.63118,3.172,-99,150.126995,2.293682
9537,23.3233,9.80933,5.359,-99,150.062945,2.292499
9542,24.6658,9.37397,2.12,-99,150.110481,2.294144
9545,20.0916,10.5315,0.732,-99,150.178221,2.292118
9556,22.96,10.1601,1.801,-99,150.117851,2.293761
9560,24.5753,10.1232,1.843,-99,150.154789,2.294229
9564,24.0438,9.49638,2.542,-99,150.077776,2.294132
9574,23.3302,10.3668,1.8,-99,150.15363,2.293978
9582,22.6678,10.1319,2.11,-99,150.08428,2.293938
9592,21.2273,10.1712,0.682,-99,150.189649,2.293866
9597,22.6952,10.4882,2.146,-99,150.164098,2.294361
9603,21.5969,10.1103,0.93,-99,150.15144,2.294052
9615,22.6369,10.4969,1.697,-99,150.158016,2.294446
9620,24.2658,9.76473,2.0367,-99,150.133444,2.294984
9623,23.4742,9.78942,1.17,-99,150.110207,2.294767
9624,20.9873,10.7829,0.96,-99,150.102869,2.29271
9627,24.7911,10.0209,2.7274,-99,150.176544,2.295118
9636,21.2985,10.117,0.86,-99,150.145507,2.293397
9640,21.7763,9.88465,0.985,-99,150.131561,2.29433
9666,23.315,9.67115,1.613,-99,150.099627,2.295143
9668,22.5641,9.87424,1.023,-99,150.060782,2.294147
9672,21.7214,9.93107,1.05,-99,150.202657,2.294008
9678,21.9259,10.8517,1.71,-99,150.109087,2.294315
9685,22.8467,9.93107,1.5997,-99,150.146891,2.295287
9687,20.7302,10.1905,0.73,0.748,150.05428,2.293631
9693,18.583,11.099,0.46,-99,150.099445,2.290259
9697,24.2327,9.54429,2.586,-99,150.088192,2.295739
9701,21.7051,10.1308,0.878,-99,150.20383,2.295263
9712,22.2968,10.8008,1.905,-99,150.155301,2.294833
9713,19.1403,9.9555,0.2742,-99,150.127632,2.293069
9714,21.5787,10.3935,1.075,-99,150.083831,2.295082
9719,23.1594,10.1887,2.17,-99,150.066139,2.295926
9722,22.3266,9.89757,2.0303,-99,150.196506,2.295691
9732,22.4586,10.0064,1.258,-99,150.109712,2.295693
9737,23.6017,9.7071,1.653,-99,150.092626,2.295783
9740,21.6361,11.1471,1.8,-99,150.11957,2.295795
9742,23.3946,10.1655,1.78,-99,150.167287,2.296008
9752,21.8307,9.91275,1.01,-99,150.079746,2.295947
9758,22.8267,11.1451,1.99,-99,150.155317,2.295565
9760,22.8983,9.78018,1.23,-99,150.056873,2.296101
9761,22.35,10.7308,1.59,-99,150.127682,2.296285
9772,22.8666,10.2629,1.532,-99,150.083267,2.29623
9787,22.8194,10.9488,1.942,-99,150.159324,2.296798
9791,23.2841,9.63335,2.19,-99,150.119322,2.296853
9815,24.6161,9.36586,2.506,-99,150.090493,2.297318
9825,20.5288,11.0036,1.215,1.215,150.066039,2.295548
9827,21.3102,11.0048,1.8,-99,150.119623,2.295946
9832,20.4447,10.6617,0.731,-99,150.069951,2.295813
9848,18.8607,10.4084,0.36,-99,150.098128,2.293439
9868,24.5979,9.33877,2.772,-99,150.156889,2.298091
9884,20.4858,10.8127,0.877,-99,150.15205,2.296485
9890,22.9798,10.2196,1.491,-99,150.099416,2.297261
9894,24.2522,9.57159,1.995,-99,150.080893,2.298446
9897,24.1528,10.2022,3.295,-99,150.111247,2.29843
9899,16.0602,12.2365,2.75,-99,150.061866,2.293328
9901,22.7374,10.2742,1.64,-99,150.0837,2.297414
9903,18.4038,11.3422,0.6025,-99,150.161667,2.296031
9908,24.4769,9.65048,2.824,-99,150.099291,2.298462
9915,22.9337,9.55395,1.58,-99,150.176933,2.298157
9918,22.5546,9.68072,1.021,-99,150.093163,2.298084
9921,23.1129,10.128,1.307,-99,150.133823,2.298395
9928,23.8881,9.88864,1.667,-99,150.140086,2.298406
9932,21.3868,10.0122,0.71,-99,150.068427,2.297856
9937,21.6544,9.61638,0.431,-99,150.102021,2.298457
9944,24.6364,10.7216,2.49,-99,150.100916,2.299027
9947,23.2998,9.49125,1.442,-99,150.064234,2.298584
9948,19.8587,10.7168,0.558,-99,150.09567,2.297594
9949,22.9292,11.1489,3.47,-99,150.122803,2.29894
9952,24.0485,9.84094,3.412,-99,150.136336,2.298909
9958,23.4465,10.8421,2.491,-99,150.152921,2.298759
9961,23.9793,9.90323,3.031,-99,150.08344,2.298899
9967,23.2401,11.2502,2.02,-99,150.16771,2.29876
9970,23.0919,9.75133,1.5833,-99,150.177914,2.298479
9972,23.592,10.3385,4.498,-99,150.130677,2.298546
9974,23.6509,9.73251,2.134,-99,150.158051,2.298967
9980,20.5634,10.5831,0.92,-99,150.105557,2.297617
9982,20.3267,10.8339,1.168,-99,150.085794,2.297659
9984,24.5573,9.43205,2.57,-99,150.152073,2.299303
9985,23.4895,10.5103,1.867,-99,150.162777,2.299174
9996,23.9435,9.71667,2.94,-99,150.080106,2.299186
9998,21.4981,10.007,0.701,-99,150.066595,2.298215
9999,22.7675,10.3225,1.504,-99,150.131499,2.298852
