id,mag,mass,zbest,zspec,ra,dec
14107,21.3864,10.0541,0.68,-99,150.174172,2.34771
14108,23.3507,9.83948,2.099,-99,150.168152,2.348364
14110,21.7804,10.258,1.19,-99,150.056124,2.347755
14117,24.844,9.42817,3.184,-99,150.161729,2.348755
14118,24.5021,9.44283,2.7764,-99,150.197657,2.348736
14127,23.447,10.0519,2.603,-99,150.097696,2.348157
14130,23.3832,9.78305,2.21,-99,150.073041,2.348549
14133,24.4403,9.60629,1.95,-99,150.150852,2.348655
14134,22.7762,10.1029,1.095,-99,150.200876,2.348319
14141,21.9881,10.4216,1.083,-99,150.195024,2.348297
14146,24.5225,9.42594,2.59,-99,150.123866,2.34885
14148,24.3768,9.70059,1.883,-99,150.093654,2.349104
14154,22.8101,10.3419,1.666,-99,150.110254,2.348118
14156,20.8165,9.60959,0.828,-99,150.07365,2.346819
14161,23.0465,10.0726,2.214,-99,150.094539,2.348891
14164,21.5095,10.659,1.086,-99,150.160067,2.348801
14165,22.1011,10.7654,1.353,-99,150.143191,2.348781
14170,24.5029,9.59356,3.24,-99,150.071152,2.349464
14172,17.8001,11.427,0.51,-99,150.170968,2.346708
14173,22.7539,10.1415,1.47,-99,150.106874,2.348789
14176,23.2241,10.199,2.6077,-99,150.097122,2.349222
14181,24.5537,9.58853,3.001,-99,150.171238,2.349479
14183,23.902,9.53048,3.11,-99,150.200123,2.349391
14197,21.9703,10.6193,1.622,-99,150.15811,2.349275
14199,24.901,9.94379,3.066,-99,150.16834,2.349788
14220,18.8997,11.1559,0.61,-99,150.121833,2.348088
14224,23.1955,10.2817,3.07,-99,150.170634,2.349796
14252,19.2842,10.6947,0.39,-99,150.145545,2.348331
14257,24.1744,9.56221,2.225,-99,150.134049,2.350458
14267,22.0866,10.2374,1.494,-99,150.147682,2.349887
14277,18.6756,11.129,0.5514,-99,150.155039,2.348399
14282,23.0312,9.90424,2.26,-99,150.12495,2.350211
14283,24.0882,9.5742,2.6112,-99,150.149973,2.350586
14299,22.702,10.5908,2.501,-99,150.088058,2.350299
14307,23.2063,9.72908,1.93,-99,150.16295,2.35058
14316,18.4669,10.3549,0.218,0.218,150.074618,2.348464
14320,22.4614,10.4668,1.415,-99,150.058101,2.350597
14328,23.2934,10.0273,1.4299,-99,150.075041,2.351084
14332,24.0258,10.1089,2.721,-99,150.199557,2.351224
14342,19.1761,10.1222,0.2303,-99,150.121948,2.349044
14343,24.8451,10.1286,2.52,-99,150.199588,2.351661
14356,24.7715,9.55966,1.999,-99,150.092838,2.351659
14359,24.8933,9.4941,2.63,-99,150.05991,2.351671
14365,24.1447,9.95151,2.8,-99,150.200243,2.35143
14366,23.5031,9.86445,1.8784,-99,150.060045,2.351259
14372,19.8388,10.6548,0.53,-99,150.153307,2.350127
14373,22.1863,10.576,1.615,-99,150.152828,2.350701
14385,21.438,10.3805,1.051,-99,150.19034,2.350718
14391,24.1944,10.5437,3.293,-99,150.141553,2.351821
14405,24.9554,10.4169,5.19,-99,150.078555,2.352353
14406,22.8625,10.1069,1.59,-99,150.098278,2.351585
14407,23.9785,9.72227,1.583,-99,150.064908,2.352132
14421,21.2641,11.0768,1.5857,-99,150.095633,2.350074
14423,19.4729,10.0245,0.2547,-99,150.077019,2.349153
14450,18.278,10.8002,0.279,-99,150.097183,2.350727
14457,19.9665,10.6974,0.65,-99,150.195933,2.351113
14459,23.5592,9.75276,1.6592,-99,150.096182,2.352437
14461,24.9659,9.56503,3.4855,-99,150.067025,2.352876
14468,20.6141,9.91524,0.3921,-99,150.054656,2.352004
14470,24.8595,9.6766,3.5,-99,150.185368,2.352894
14485,24.324,9.30155,5.56,-99,150.098716,2.352622
14515,23.9467,9.63468,1.968,-99,150.153295,2.353155
14520,23.2239,10.3043,1.53,-99,150.170822,2.353195
14521,21.3646,9.72789,0.44,-99,150.122141,2.352797
14523,23.1653,9.82834,1.76,-99,150.144914,2.352783
14527,21.7731,10.0845,0.878,-99,150.172803,2.352218
14533,23.6936,9.88052,2.901,-99,150.178476,2.35356
14538,23.4157,9.98037,1.715,-99,150.184151,2.353553
14543,23.2441,10.1465,1.2781,-99,150.191724,2.353081
14545,23.3947,10.0316,1.4931,-99,150.081251,2.353599
14549,23.0903,9.70765,1.99,-99,150.091562,2.352407
14556,24.1547,9.61708,3.37,-99,150.066675,2.353462
14558,24.9666,10.0369,1.9767,-99,150.162596,2.354045
14578,23.6533,9.65875,1.995,-99,150.08066,2.35378
14592,24.2642,9.81515,2.688,-99,150.161077,2.35436
14597,22.7753,9.9811,1.258,-99,150.165659,2.354135
14600,19.3741,11.1746,0.81,-99,150.134454,2.351226
14609,23.077,10.753,2.382,-99,150.076245,2.354264
14610,22.9751,9.69007,0.818,-99,150.079622,2.353819
14616,22.195,10.4474,2.381,-99,150.079509,2.354296
14619,24.6155,9.32613,2.44,-99,150.160117,2.35466
14624,24.1949,10.0473,3.657,-99,150.070604,2.354771
14630,14.9989,12.5824,4.14,-99,150.133842,2.343357
14632,24.7391,9.57211,3.48,-99,150.197672,2.354916
14634,22.9113,9.96909,1.22,-99,150.136118,2.354641
14642,24.0683,10.8237,2.655,-99,150.055468,2.354952
14649,24.1891,9.18921,2.104,-99,150.118006,2.354808
14664,21.201,9.95732,0.415,-99,150.164034,2.354238
14674,20.2021,10.671,0.62,-99,150.058513,2.353793
14675,24.9611,10.7928,7.036,-99,150.063694,2.355429
14677,22.8848,10.0805,1.887,-99,150.124149,2.355036
14679,22.6616,9.69447,1.58,-99,150.075377,2.354666
14688,21.1696,10.9479,1.5,-99,150.19639,2.354168
14689,24.0782,10.2075,3.9088,-99,150.141915,2.35524
14691,21.8706,10.3025,1.18,1.259,150.164879,2.354407
14693,18.4257,11.1965,0.53,-99,150.096576,2.350861
14696,22.6369,9.72396,1.589,-99,150.151325,2.3548
14706,21.9696,10.3713,1.582,-99,150.194052,2.354438
14707,22.4897,10.3765,1.19,-99,150.171166,2.354851
14708,23.0316,9.89461,1.239,-99,150.156559,2.355266
14709,20.0232,10.76,0.7184,-99,150.172626,2.353883
14716,23.9082,10.3865,2.94,-99,150.117842,2.355394
14718,22.6101,10.2773,1.68,-99,150.065383,2.355326
14722,22.35,9.90193,1.255,-99,150.136262,2.355352
14728,22.3843,9.95291,1.4,-99,150.084729,2.355353
14748,24.0887,10.3558,2.973,-99,150.143031,2.355841
14749,21.7523,10.9482,1.716,-99,150.133354,2.355615
14751,23.4817,9.46906,2.1777,-99,150.084467,2.356022
14752,23.2925,9.7147,2.54,-99,150.134812,2.355832
14755,22.0604,10.3167,1.49,-99,150.070666,2.355443
14766,21.8702,10.6678,1.79,-99,150.074143,2.355272
14771,22.9944,10.345,2.59,-99,150.15628,2.355841
14775,24.8926,9.49192,3.22,-99,150.166191,2.356496
14782,22.1872,10.2233,1.2,-99,150.167275,2.355703
14783,23.1226,9.6102,1.338,-99,150.055604,2.35609
14796,24.1976,9.63672,2.594,-99,150.156386,2.356636
14825,17.8635,11.0864,0.34,-99,150.157413,2.354136
14831,23.5181,10.5941,7.579,-99,150.079159,2.356987
14832,24.6628,9.95342,2.97,-99,150.155967,2.357165
14847,18.7261,11.1593,0.577,-99,150.083052,2.354997
14849,23.3542,10.1138,1.43,-99,150.069959,2.357082
14850,17.5898,10.5237,0.184,-99,150.131126,2.348335
14854,23.8288,10.3241,2.36,-99,150.156825,2.357042
14857,23.1077,10.0425,1.7,-99,150.125295,2.357076
14872,23.1243,10.8267,1.8116,-99,150.091842,2.356801
14877,21.3558,10.0625,0.638,-99,150.194132,2.356512
14878,23.7709,9.73159,1.368,-99,150.078276,2.357221
14885,20.0621,10.8663,0.7422,-99,150.145231,2.356005
14886,21.3519,10.8696,1.549,-99,150.070789,2.356925
14896,14.7688,12.7021,3.98,-99,150.132782,2.347966
14918,23.9294,10.5159,2.223,-99,150.157474,2.358029
14922,23.2821,9.61488,1.985,1.253,150.055934,2.357604
14934,23.1383,10.0305,1.346,-99,150.084469,2.357704
14935,20.0715,10.7538,0.66,-99,150.162547,2.356702
14937,24.727,9.93632,3.367,-99,150.108436,2.358358
14950,20.1035,10.6254,0.526,-99,150.096295,2.356821
14952,24.0738,9.86702,2.95,-99,150.110719,2.35797
14962,23.9323,9.76356,1.72,-99,150.155698,2.358521
14964,21.5354,10.9258,1.535,-99,150.081554,2.357336
14965,23.1037,9.85204,2.591,-99,150.094528,2.358253
14968,21.4398,9.58081,0.29,-99,150.102089,2.357429
14971,23.232,9.7281,2.73,-99,150.153564,2.357722
14975,21.7549,10.9289,1.5293,-99,150.079147,2.358047
14983,24.0406,10.1738,2.7704,-99,150.173659,2.358637
14984,22.4207,10.0957,1.451,-99,150.110038,2.358
14991,24.8153,9.2763,3.5091,-99,150.168797,2.358998
14998,16.9084,11.4216,0.3025,-99,150.076443,2.35537
14999,23.2973,9.95417,1.685,-99,150.156224,2.358722
15003,20.1635,9.28556,0.167,-99,150.059468,2.356428
15004,22.2407,10.0393,1.46,-99,150.153627,2.358377
15016,24.1235,10.0145,1.753,-99,150.127333,2.359117
15019,17.8882,11.2066,0.403,-99,150.080977,2.355993
15023,23.9279,10.256,2.33,-99,150.094946,2.359254
15035,21.3382,11.0948,1.698,-99,150.158483,2.357962
15042,24.9296,9.62162,2.06,-99,150.128514,2.359593
15049,24.4545,9.974,3.54,-99,150.201811,2.359461
15050,20.9365,10.3219,0.6978,-99,150.131773,2.358663
15053,19.5341,10.8006,0.5301,-99,150.101117,2.35756
15056,21.5827,10.0909,0.882,-99,150.147502,2.358063
15062,24.3944,10.5559,2.759,-99,150.127548,2.359763
15068,24.976,9.74367,2.563,-99,150.11142,2.359857
15069,23.9775,9.6363,7.599,-99,150.100629,2.359823
15070,20.5136,11.084,1.22,-99,150.085154,2.357331
15075,20.9738,10.8849,1.1067,-99,150.08606,2.356772
15076,23.0721,9.84801,1.23,-99,150.079131,2.359515
15083,22.0456,10.2159,1.682,-99,150.17257,2.359167
15084,22.9462,10.4253,2.572,-99,150.094802,2.359057
15095,19.2474,10.279,0.837,-99,150.123691,2.358244
15107,23.6614,9.85003,1.531,-99,150.185957,2.360104
15110,17.8867,11.4701,0.5501,-99,150.098876,2.357616
15115,22.2989,10.4271,1.528,-99,150.07947,2.359771
15118,23.8539,10.0653,1.94,-99,150.129019,2.359818
15122,21.9024,10.6641,1.534,-99,150.096644,2.359682
15130,23.6204,9.71562,2.825,-99,150.163408,2.360297
15137,24.0099,9.45374,1.319,-99,150.07127,2.360567
15138,21.2561,10.452,0.951,-99,150.16178,2.358464
15145,23.5971,10.3291,3.47,-99,150.076294,2.360375
15152,24.5574,10.5547,3.159,-99,150.096884,2.360804
15155,20.4274,11.3998,1.512,-99,150.079411,2.358109
15160,24.1371,10.1614,1.62,-99,150.103284,2.36075
15169,23.5984,10.0674,2.535,-99,150.170051,2.360746
15195,23.042,9.73967,1.499,-99,150.092391,2.360389
15198,24.1842,9.71391,2.82,-99,150.161814,2.361236
15202,24.3703,10.2578,4.289,-99,150.109887,2.360907
15204,24.2929,10.1335,2.19,-99,150.103489,2.361502
15222,22.5457,9.88833,1.3653,-99,150.177108,2.360245
15226,24.7641,9.43713,2.36,-99,150.100897,2.361882
15228,23.3453,10.1088,3.105,-99,150.137808,2.361012
15229,21.8025,9.08132,0.463,-99,150.076969,2.360764
15237,24.2294,9.7387,3.11,-99,150.129522,2.36169
15243,22.5404,10.2771,1.208,-99,150.194026,2.36166
15244,23.1435,10.7921,1.825,-99,150.122937,2.360958
15251,19.6262,10.1741,0.43,0.438,150.06909,2.35991
15269,21.8286,10.6057,1.44,-99,150.172821,2.361409
15273,20.7092,10.3361,0.872,-99,150.174714,2.360774
15280,22.1971,10.1228,1.8225,-99,150.186666,2.361051
15285,19.5787,9.90633,0.43,-99,150.057371,2.358021
15286,22.4513,10.0478,1.25,-99,150.166583,2.361933
15287,24.0044,9.71269,2.852,-99,150.058018,2.362319
15294,21.389,10.4602,1.36,-99,150.130581,2.361458
15300,21.1008,10.7356,1.201,-99,150.073173,2.360961
15304,22.9348,10.2467,1.6,-99,150.083579,2.362087
15309,23.0406,10.7296,2.58,-99,150.054917,2.361923
15335,19.0312,10.9296,0.48,-99,150.160875,2.360614
15336,24.1994,10.5967,3.11,-99,150.07952,2.362564
15340,20.1803,10.7066,0.881,-99,150.071772,2.361027
15341,24.6052,9.55066,2.78,-99,150.133574,2.362986
15347,23.3379,9.79106,2.018,-99,150.117906,2.36202
15353,24.1407,9.66611,2.1,-99,150.075072,2.362649
15360,21.2022,10.1166,0.68,-99,150.170525,2.362231
15363,21.9334,10.3762,1.078,-99,150.169423,2.362645
15366,21.4307,10.1772,1.18,-99,150.180907,2.362151
15370,24.0894,9.97921,1.44,-99,150.057491,2.363239
15373,24.8219,9.36464,3.43,-99,150.115398,2.363473
15376,22.8897,10.4526,1.537,-99,150.054617,2.363084
15379,22.7974,9.92882,2.009,-99,150.059245,2.362849
15382,20.9222,10.4688,0.74,-99,150.161502,2.362474
15392,24.0361,10.2952,2.46,-99,150.103661,2.363385
15393,23.5207,9.84611,2.131,-99,150.096213,2.3631
15402,23.787,9.92277,1.388,-99,150.08359,2.363362
15405,24.7273,10.3962,3.76,-99,150.081527,2.363738
15406,21.9467,10.5848,1.22,-99,150.153222,2.362314
15414,24.12,9.8633,2.788,-99,150.13458,2.363682
15418,21.5607,9.91818,0.69,-99,150.173229,2.363129
15426,23.4334,9.82091,1.63,-99,150.166203,2.363402
15432,23.0047,9.97923,1.514,-99,150.099133,2.363504
15433,23.2015,10.4312,2.816,-99,150.1353,2.363614
15444,22.3861,10.4684,1.638,-99,150.083924,2.36324
15450,23.2138,9.83797,1.794,-99,150.113752,2.363578
15452,24.8069,9.65287,3.465,-99,150.069076,2.363821
15454,22.9102,10.2588,1.542,-99,150.057609,2.363549
15459,17.1596,10.4541,0.22,-99,150.17569,2.358686
15468,20.7913,11.0595,1.497,-99,150.071342,2.362907
15472,23.3977,10.3539,1.66,-99,150.104901,2.363869
15478,19.6436,8.7947,0.845,-99,150.145873,2.360498
15485,23.7006,9.99426,2.26,-99,150.173738,2.364061
15494,23.2234,9.46128,1.527,-99,150.145504,2.364236
15511,20.0939,9.74842,0.9093,-99,150.147467,2.362545
15522,22.5967,11.0981,2.591,-99,150.15024,2.36413
15548,20.7857,10.8017,1.225,-99,150.179074,2.364139
15551,23.1281,9.66771,1.66,-99,150.083994,2.364841
15557,22.6375,10.2185,1.288,-99,150.113486,2.364968
15570,24.0808,9.4691,2.43,-99,150.143768,2.36551
15576,23.3982,9.89273,2.611,-99,150.164216,2.365369
15580,22.1661,9.84671,1.04,-99,150.167669,2.364688
15587,23.8468,9.77573,2.588,-99,150.15695,2.365717
15591,23.388,11.3567,2.47,-99,150.098542,2.365363
15603,18.1579,10.5184,0.228,-99,150.093544,2.360592
15625,23.3237,9.62605,1.81,-99,150.082576,2.366101
15626,22.7255,9.7829,2.09,-99,150.189873,2.365844
15644,22.9294,10.4068,1.81,-99,150.093019,2.366391
15646,24.3771,9.6949,2.42,-99,150.148191,2.366572
15660,23.4869,9.38361,1.81,-99,150.052806,2.365813
15667,20.9794,10.2891,0.7412,-99,150.142635,2.364625
15670,19.7792,10.8649,0.612,-99,150.136111,2.365074
15671,23.6334,9.75128,2.573,-99,150.138885,2.366628
15680,23.7138,9.61501,1.966,-99,150.202269,2.36698
15682,22.7696,9.7755,1.18,-99,150.082676,2.366546
15683,22.7031,9.79264,1.53,-99,150.146196,2.366294
15686,20.9125,10.0403,0.7,-99,150.140338,2.365973
15696,23.3217,9.76427,1.84,-99,150.079519,2.366918
15699,23.789,9.33351,2.38,-99,150.147635,2.367151
15700,19.2509,11.1878,0.73,-99,150.202909,2.363051
15707,18.5233,10.3475,0.2223,-99,150.129987,2.36466
15709,21.5009,9.86686,0.74,0.797,150.062272,2.36653
15714,23.9183,9.59147,2.235,-99,150.141661,2.3671
15724,23.352,9.75795,2.014,-99,150.124854,2.367093
15727,24.1083,9.63876,1.99,-99,150.142498,2.36734
15728,24.8101,9.56799,3.4829,-99,150.053249,2.367706
15746,23.0038,10.0301,1.339,-99,150.120204,2.367559
15749,24.8754,9.33637,3.17,-99,150.173946,2.367914
15756,24.3425,9.37822,3.43,-99,150.079513,2.367792
15759,22.3121,10.4276,1.326,-99,150.148341,2.367409
15768,21.5955,10.1274,0.7949,-99,150.140104,2.367431
15778,23.5699,9.87315,1.26,-99,150.152511,2.368266
15782,24.7551,9.88063,2.608,-99,150.138698,2.368286
15788,22.3237,10.0757,1.175,-99,150.183786,2.367744
15797,24.7444,9.86918,3.9,-99,150.052285,2.36856
15811,18.1196,11.7029,0.77,-99,150.101327,2.366183
15815,22.887,10.1609,1.89,-99,150.055068,2.36818
15826,19.6408,9.30856,0.747,-99,150.05922,2.358291
15830,23.3097,9.95121,1.175,-99,150.172435,2.368419
15832,13.5976,13.4964,4.71,-99,150.058413,2.357235
15837,22.3223,10.39,1.26,-99,150.136954,2.367855
15848,22.4464,10.5848,1.84,-99,150.106123,2.368548
15849,22.5049,10.4022,1.57,-99,150.065857,2.367856
15851,24.0664,9.59343,2.15,-99,150.092755,2.369153
15855,22.8864,10.0523,1.76,-99,150.132327,2.368933
15872,16.6221,11.2068,0.24,-99,150.113809,2.360722
15873,24.9452,10.2072,3.59,-99,150.084767,2.369317
15874,16.4938,12.041,0.559,-99,150.149377,2.359715
15894,20.1804,10.5826,0.596,-99,150.200085,2.368176
15895,24.9921,9.27052,2.65,-99,150.135081,2.369589
15897,23.3094,11.1528,2.548,-99,150.05229,2.369298
15898,21.327,10.2403,0.924,-99,150.142942,2.367782
15907,23.7512,9.79393,2.065,-99,150.186654,2.369639
15908,23.6668,9.80006,2.72,-99,150.062142,2.369239
15916,24.2995,9.89987,2.57,-99,150.126795,2.369798
15921,24.0461,10.5107,2.36,-99,150.128051,2.369443
15922,24.0403,9.69304,2.617,-99,150.156339,2.369451
15925,24.42,10.5178,4.214,-99,150.114338,2.369861
15928,19.1083,10.0806,0.22,-99,150.08768,2.367094
15931,23.2019,10.3156,1.96,-99,150.122264,2.369383
15932,22.4222,10.9546,2.497,-99,150.196096,2.369572
15942,22.9909,10.9392,1.947,-99,150.129293,2.369572
15947,24.9891,9.51608,4.098,-99,150.072484,2.370111
15961,23.6048,9.69001,2.49,-99,150.147528,2.370114
15965,22.6724,10.4469,1.9581,-99,150.166677,2.369651
15966,23.552,10.1703,1.9735,-99,150.167248,2.370106
15967,24.4256,9.38568,2.567,-99,150.17138,2.370241
15968,23.272,10.4005,1.84,-99,150.075333,2.370147
15969,23.5054,10.2668,3.312,-99,150.094326,2.37017
15973,24.6608,9.61951,3.5,-99,150.202113,2.370434
15977,22.7758,9.78901,1.5396,-99,150.076863,2.370104
15978,24.8328,9.46509,2.469,-99,150.152326,2.370617
15980,23.3842,9.7198,2.323,-99,150.131122,2.370068
15981,23.8429,9.74975,1.75,-99,150.129447,2.370369
15994,19.0233,10.7244,0.388,-99,150.135688,2.36655
15997,24.3091,9.70951,2.408,-99,150.099599,2.370722
16001,23.0023,9.99825,1.27,-99,150.186288,2.370514
16012,17.7153,11.1258,0.3397,0.34,150.08562,2.364119
16013,24.0973,10.2884,4.925,-99,150.058063,2.370825
16022,23.5956,10.5185,3.64,-99,150.090215,2.370594
16023,23.3478,10.2491,2.7191,-99,150.130526,2.370629
16028,24.0845,10.0855,1.17,-99,150.204748,2.370963
16036,22.7421,10.66,2.466,-99,150.087911,2.370401
16046,24.406,9.77478,3.89,-99,150.105688,2.37137
16048,21.981,10.1257,1.19,-99,150.204259,2.370626
16052,22.4019,10.0953,1.51,-99,150.076745,2.370344
16059,23.3787,10.0902,2.588,-99,150.087065,2.370446
16064,23.0641,10.0728,2.5936,-99,150.159808,2.37118
16068,22.9996,10.0433,1.48,-99,150.130867,2.370895
16069,21.8607,10.9569,1.813,-99,150.13355,2.37043
16071,24.1142,9.7992,2.516,-99,150.12651,2.371228
16073,22.6064,10.4319,1.83,-99,150.078201,2.370962
16074,24.3264,9.69851,4.181,-99,150.067403,2.371167
16080,24.9589,9.38752,3.71,-99,150.143594,2.371633
16101,21.9394,10.7729,1.22,-99,150.108528,2.371506
16105,22.8988,9.84445,1.8196,-99,150.099768,2.371548
16113,24.0602,9.65753,3.26,-99,150.200116,2.372031
16116,22.4222,10.588,2.595,-99,150.086475,2.371466
16126,24.2492,9.31221,2.6239,-99,150.186201,2.372143
16129,23.2656,10.3332,1.434,-99,150.099344,2.37141
16131,18.1793,10.8014,0.3482,0.347,150.072375,2.367935
16138,24.7638,9.91703,3.5101,-99,150.198831,2.372301
16162,19.8867,10.988,0.76,-99,150.193403,2.370811
16163,22.5286,10.7213,1.623,-99,150.130261,2.372171
16164,22.2969,10.2821,1.8,-99,150.103839,2.371994
16165,24.0915,10.4321,3.7467,-99,150.19409,2.372222
16181,23.0742,10.5511,2.099,-99,150.146523,2.37231
16184,24.3245,9.56303,2.751,-99,150.053318,2.372657
16196,22.7344,10.1237,1.241,-99,150.0701,2.372566
16198,24.5428,9.72623,2.9708,-99,150.127907,2.372725
16199,19.8989,11.1446,0.889,-99,150.136112,2.370532
16203,23.1536,9.98398,2.404,-99,150.112,2.372632
16205,24.9777,9.87573,1.99,-99,150.113806,2.37306
16208,24.5395,10.0992,2.44,-99,150.195491,2.372798
16209,24.5954,10.0245,2.948,-99,150.191809,2.372916
16213,23.0051,10.2095,1.302,-99,150.134441,2.372639
16243,20.0944,10.4007,0.659,-99,150.196478,2.370553
16244,24.7778,9.34075,3.242,-99,150.094814,2.373502
16245,19.8108,10.3906,0.68,-99,150.175457,2.371218
16246,22.0795,10.6773,1.979,-99,150.163561,2.372432
16249,19.8645,10.9111,0.69,-99,150.1964,2.371554
16251,24.0213,9.78419,2.23,-99,150.121455,2.373428
16254,24.6308,9.8359,3.18,-99,150.097612,2.373302
16260,13.5189,12.8813,6.0282,-99,150.146666,2.361511
16263,21.126,10.6559,1.255,1.255,150.067101,2.372425
16266,24.2184,9.62136,3.53,-99,150.107202,2.373396
16279,22.6658,11.175,2.38,-99,150.111179,2.3733
16281,23.3446,11.0264,2.445,-99,150.110374,2.373602
16291,24.8494,9.34345,2.907,-99,150.116576,2.373785
16298,24.6684,9.76485,3.96,-99,150.081204,2.374078
16300,22.996,9.97487,1.292,-99,150.138893,2.373374
16303,23.5436,10.5106,3.55,-99,150.201858,2.37354
16319,22.4644,9.85364,6.28,-99,150.107288,2.374017
16326,21.7742,10.679,1.264,-99,150.203071,2.372933
16351,22.7825,11.0035,2.31,-99,150.110268,2.374126
16352,24.6626,9.55751,2.995,-99,150.115867,2.374661
16361,21.2597,10.063,0.667,0.667,150.056571,2.373744
16367,23.2265,10.5448,1.8,-99,150.18954,2.374477
16370,23.8705,9.64675,1.556,-99,150.085064,2.374749
16371,16.7318,11.0955,0.227,-99,150.072283,2.366243
16372,21.4672,10.3325,1.3,-99,150.142896,2.373251
16378,21.589,11.0028,1.833,-99,150.087858,2.373439
16383,21.7653,10.3236,1.18,-99,150.117998,2.374355
16387,21.285,10.2956,0.7362,-99,150.063314,2.374267
16395,24.2399,9.96829,1.55,-99,150.069627,2.375035
16399,23.2838,10.2908,1.543,-99,150.133007,2.37477
16419,21.927,10.1239,1.255,1.258,150.119101,2.37385
16424,22.5111,9.93319,1.502,-99,150.146116,2.374637
16430,23.8384,10.4982,2.104,-99,150.109221,2.37523
16434,24.1497,9.78376,2.602,-99,150.204071,2.3756
16436,23.1748,10.5458,1.63,-99,150.131834,2.374915
16439,21.0658,10.3798,0.65,-99,150.105953,2.374725
16441,20.8022,10.9566,1.284,-99,150.146203,2.374254
16456,18.0919,11.3854,0.554,-99,150.176957,2.373266
16460,23.113,10.6397,2.2,-99,150.112395,2.37524
16474,23.9438,9.80582,2.016,-99,150.202432,2.375862
16478,23.3682,10.1497,3.07,-99,150.132038,2.375729
16483,22.0367,9.89852,1.25,-99,150.067167,2.375182
16487,21.2705,10.2362,0.9,-99,150.16909,2.374563
16494,18.4583,10.5302,0.348,0.339,150.064615,2.371227
16497,23.2183,10.0084,1.15,-99,150.135726,2.376182
16499,17.926,10.6541,0.23,-99,150.090271,2.37192
16500,24.0942,9.73534,2.88,-99,150.081461,2.376397
16511,23.0025,9.93913,1.119,-99,150.096613,2.376344
16515,21.6314,10.0261,0.7017,-99,150.126146,2.376104
16518,23.9673,9.48897,2.5909,-99,150.149004,2.376412
16531,21.5628,10.38,1.085,-99,150.18226,2.375859
16538,20.9425,10.6552,0.9,-99,150.139997,2.375976
16545,22.1129,10.0932,1.353,-99,150.114261,2.376063
16546,23.7799,10.0607,3.23,-99,150.130549,2.376772
16547,20.3601,10.2436,0.66,-99,150.185733,2.375272
16551,23.3347,9.97875,1.8081,-99,150.202773,2.376473
16558,23.4445,10.0567,1.474,-99,150.19039,2.376605
16560,23.4259,10.0018,2.504,-99,150.101462,2.376748
16563,19.2361,11.0966,0.683,-99,150.199707,2.373647
16568,23.167,9.93662,1.67,-99,150.149219,2.376804
16592,24.7986,9.40993,3.0134,-99,150.130734,2.377381
16596,21.5366,10.5981,1.2436,-99,150.096233,2.376969
16597,20.6099,10.1143,0.43,-99,150.147328,2.376436
16611,21.0325,10.1986,0.731,-99,150.20068,2.375849
16617,23.7799,9.58945,4.84,-99,150.196755,2.377242
16622,22.875,10.8451,2.45,-99,150.110096,2.377326
16630,22.7145,10.1697,1.22,-99,150.203689,2.377744
16638,23.3777,9.60158,2.03,-99,150.147143,2.377927
16640,22.5312,9.9104,1.374,-99,150.185042,2.377404
16657,24.2024,10.593,4.959,-99,150.180118,2.378307
16665,20.8856,10.536,0.7915,-99,150.202387,2.377202
16667,24.5758,9.49774,2.132,-99,150.098299,2.378528
16675,22.1452,10.0653,1.24,-99,150.102756,2.377718
16676,24.5869,11.3739,3.644,-99,150.06149,2.378684
16679,22.9669,9.83557,1.964,-99,150.145179,2.378188
16684,24.9912,9.4545,1.79,-99,150.096165,2.378786
16701,21.2206,10.7669,1.2579,-99,150.131758,2.377907
16703,24.4564,9.75398,3.8326,-99,150.186851,2.379107
16705,24.2422,10.0495,2.806,-99,150.139472,2.379088
16716,23.3698,9.96785,1.342,-99,150.095829,2.37872
16722,23.999,10.1531,2.403,-99,150.17605,2.379247
16726,24.8204,10.9447,2.5862,-99,150.102881,2.379403
16734,23.0438,10.296,1.353,-99,150.096949,2.378748
16738,24.1734,10.0449,3.0935,-99,150.192253,2.379152
16753,19.5997,10.5502,0.511,-99,150.113198,2.378106
16755,22.314,10.5218,1.997,-99,150.133263,2.378744
16760,24.2616,9.3787,4.709,-99,150.074157,2.379672
16763,23.4453,10.7193,2.317,-99,150.107785,2.3795
16773,23.9306,9.58229,2.39,-99,150.062467,2.37983
16776,22.4283,10.4137,1.8818,-99,150.075266,2.379403
16789,19.0704,10.608,0.35,-99,150.074445,2.376102
16803,24.3818,10.3373,2.028,-99,150.085371,2.380163
16808,22.4925,10.7369,1.441,-99,150.165469,2.379227
16809,22.9043,9.75364,1.4845,-99,150.167501,2.379901
16815,22.3878,10.4292,1.258,1.258,150.203305,2.38011
16816,19.6461,10.0481,0.35,-99,150.071713,2.377636
16820,22.6076,10.6489,1.554,-99,150.183958,2.379452
16821,21.5695,10.3701,1.249,-99,150.096256,2.379216
16827,22.4544,10.0015,1.217,1.256,150.12493,2.379982
16834,21.4109,10.1153,0.878,0.891,150.099593,2.379752
16836,24.4337,9.84516,2.637,-99,150.191094,2.380671
16843,22.4295,11.1304,2.389,-99,150.187184,2.380154
16850,24.0613,9.87669,2.65,-99,150.076233,2.38082
16852,23.1304,10.7563,2.535,-99,150.077198,2.380386
16855,22.8676,10.0587,1.44,-99,150.194571,2.380141
16859,23.0285,9.99296,1.143,-99,150.126132,2.380504
