Field Gini Concentration
COSMOS 0.286149687164264 2.62072813285622
COSMOS 0.453569016455593 2.75776103300364
COSMOS 0.425895633591984 2.53532180721579
COSMOS 0.47510870433142 2.9597795525892
COSMOS 0.422208201879154 3.17997727544202
COSMOS 0.401640491187414 2.7992263749767
COSMOS 0.400905253054538 3.19609400827916
COSMOS 0.485288769426138 2.93754705219969
COSMOS 0.429171589404716 2.78225077074114
COSMOS 0.520207782810197 3.02745855088161
COSMOS 0.416492010676998 3.67055424390501
COSMOS 0.470143044173758 3.58232642437949
COSMOS 0.266510012730984 2.21011418245552
COSMOS 0.407490462125616 3.78883483185597
COSMOS 0.538578123786968 4.12425202780195
COSMOS 0.53809697471021 4.24950589790442
COSMOS 0.745084221671213 3.63121230657402
COSMOS 0.524661181454553 3.68191251257184
COSMOS 0.477656244969042 3.79063404399063
COSMOS 0.495037168463725 3.29747965830744
COSMOS 0.449974072743669 2.96512584934881
COSMOS 0.35713275688679 3.02527132193834
COSMOS 0.814114701561907 3.6273403897134
COSMOS 0.364619671331572 2.32840281263897
COSMOS 0.493522025762437 3.23155446596927
COSMOS 0.829292674013223 3.73208168289855
COSMOS 0.601428155329041 4.24470261300832
COSMOS 0.522743963493507 3.82973173142734
COSMOS 0.134584449128404 2.13163549789978
COSMOS 0.447753380666439 3.57663529522913
COSMOS 0.798541366441891 3.4793078128992
COSMOS 0.522582055393123 4.26560728523772
COSMOS 0.552759868582807 4.84091453000906
COSMOS 0.558588382140991 3.92436363717435
COSMOS 0.396320730719801 3.49619839074149
COSMOS 0.459149983866811 3.24974217639874
COSMOS 0.204998142929105 2.35100674711364
COSMOS 0.49924092603463 3.1406266377619
COSMOS 0.512048617494295 2.89477756608983
COSMOS 0.493752567117666 3.93723284923009
COSMOS 0.516556452269965 4.19829126301318
COSMOS 0.434177822247167 2.78901718388993
COSMOS 0.494658294863503 3.26528948094588
COSMOS 0.356044382906621 3.17850762035906
COSMOS 0.52309599445772 4.11293715907256
COSMOS 0.48840314997259 3.14892276729064
COSMOS 0.432762720482394 2.32793841425844
COSMOS 0.487617508273335 4.31789389465936
COSMOS 0.459871482351372 2.73113788857495
COSMOS 0.809785459718259 3.72378296680834
COSMOS 0.444259384130911 2.44878245940867
COSMOS 0.358319127339974 2.60525306404341
COSMOS 0.23193512254039 2.56842552017527
COSMOS 0.504152848262855 3.59243137220729
COSMOS 0.543505126354667 4.49642286736138
COSMOS 0.257577646205904 2.53486698421929
COSMOS 0.535371540433639 3.66319340431215
COSMOS 0.575294474385328 3.30589542613514
COSMOS 0.478865230521691 3.41384111344095
COSMOS 0.439336824521212 2.85106207440593
COSMOS 0.339116957096359 2.98468479484995
COSMOS 0.392330446119712 2.02266466662277
COSMOS 0.514124565725877 3.4791161306346
COSMOS 0.401840718507704 2.10095657914206
COSMOS 0.511438850924327 3.81048645559932
COSMOS 0.512785566770855 3.55996986768928
COSMOS 0.467665781648517 2.80733655439149
COSMOS 0.445095453037481 2.9356472166313
COSMOS 0.513590373143971 3.83790007164148
COSMOS 0.791824664672332 3.22024601535719
COSMOS 0.308438910784645 2.25635454649742
COSMOS 0.477042845070978 3.81223834888929
COSMOS 0.456726556353663 3.27138711681266
COSMOS 0.431830769873838 2.52447342103637
COSMOS 0.548919451406678 4.22003096413339
COSMOS 0.399165706377123 2.83204095482171
COSMOS 0.495778639594442 3.07936671551556
COSMOS 0.549470993571774 3.66951887264268
COSMOS 0.381636603727037 2.77706061581908
COSMOS 0.520769842606485 4.0331428368748
COSMOS 0.409984458404485 2.76538977527748
COSMOS 0.563582557705801 4.55633937011928
COSMOS 0.549817530139566 4.17380836552911
COSMOS 0.413026296264132 3.33145686873668
COSMOS 0.513257351891618 3.65943528221621
COSMOS 0.479097442984891 3.59385894781775
COSMOS 0.4698108484987 2.43180924195369
COSMOS 0.452502671047843 2.87934008721242
COSMOS 0.523589528082313 3.850724659366
COSMOS 0.530989036317364 3.88916145409751
COSMOS 0.792167032679837 3.47908338330688
COSMOS 0.799775569137374 3.96876454378599
COSMOS 0.545636879706222 3.16045936342672
COSMOS 0.412983749426631 2.91612552784881
COSMOS 0.433619052743203 2.25713121454963
COSMOS 0.455562589710578 2.71276178718096
COSMOS 0.555590480664145 4.12389311861632
COSMOS 0.478792632294269 3.46877266131838
COSMOS 0.348688998257035 2.98660423399037
COSMOS 0.355073742810481 2.91899977073375
COSMOS 0.467290433951098 2.70538292870136
COSMOS 0.511694465901292 4.0639454421512
COSMOS 0.398180269834505 2.68341917727938
COSMOS 0.479625594714537 3.13077020945964
COSMOS 0.531115752498628 3.95475946033222
COSMOS 0.293134544819748 2.68154311639942
COSMOS 0.575470016394869 4.06709760655844
COSMOS 0.526373095927521 3.52209274097987
COSMOS 0.648357892810286 3.26039058655951
COSMOS 0.539827584730213 4.61280345902064
COSMOS 0.514302271124223 2.82228461389517
COSMOS 0.30809933998648 2.93827252893306
COSMOS 0.499134027596256 3.81422160666677
COSMOS 0.521631580377913 3.9233187311159
COSMOS 0.408882179091083 3.33241835721829
COSMOS 0.846739842742682 2.02611001668151
COSMOS 0.517618397741626 3.29478951962974
COSMOS 0.60714047260056 3.61060941787344
COSMOS 0.462588850058727 2.96502068922002
COSMOS 0.5130683600797 3.76404634882096
COSMOS 0.312615494027026 2.37010905842674
COSMOS 0.490730534723104 3.29636869472648
COSMOS 0.536236897967118 3.68546094370585
COSMOS 0.545078802830652 3.96647405629346
COSMOS 0.494215634755675 3.6581296668656
COSMOS 0.496108422089432 3.75750857258606
COSMOS 0.809017516542474 2.56179648411673
COSMOS 0.442294437754421 3.46295722752558
COSMOS 0.470092965279974 2.49877651324158
COSMOS 0.509751793147594 3.62512609157513
COSMOS 0.424875949526367 2.94948894087773
COSMOS 0.430747529603928 2.52604626568252
COSMOS 0.51746808859629 2.33619391815185
COSMOS 0.5651095035188 4.72325396051212
COSMOS 0.557580610988993 4.09423189389538
COSMOS 0.462753689741431 2.85570330294714
COSMOS 0.552572370230558 3.42115184175675
COSMOS 0.591697302565361 3.39895468176462
COSMOS 0.456391669333161 2.98085512534961
COSMOS 0.349565109845429 2.75784389210648
COSMOS 0.439825084278773 2.66813325742354
COSMOS 0.447796308024803 2.64862711601967
COSMOS 0.44492113241888 3.00788091979185
COSMOS 0.508529163861871 3.31519682474211
COSMOS 0.568994078147149 3.7481222435912
COSMOS 0.459552762645227 3.12351779542266
COSMOS 0.488320294394787 3.39863302055445
COSMOS 0.52220453098092 3.51639854525764
COSMOS 0.432572354499264 3.689369965302
COSMOS 0.537651322276694 4.11971685651723
COSMOS 0.437947738931087 1.99551421180628
COSMOS 0.481183635040142 2.9300426271907
COSMOS 0.401900858223661 2.56122119857434
COSMOS 0.562224612213735 4.18409568463175
COSMOS 0.456569071260893 2.18623430068272
COSMOS 0.353439039373858 2.79368584472706
COSMOS 0.524685191752665 3.62775478444753
COSMOS 0.486297685444673 2.91181804767009
COSMOS 0.449251384342688 2.89092452353769
COSMOS 0.48110773084866 4.04283767003216
COSMOS 0.450137360617668 2.7245696362809
COSMOS 0.241599712813926 2.02535881888127
COSMOS 0.301904844398633 2.80342783301604
COSMOS 0.543488087903053 3.44955791269805
COSMOS 0.523454815093949 4.46525929211701
COSMOS 0.502421287109681 3.6276456418271
COSMOS 0.520657572540904 3.88793746132489
COSMOS 0.464304249958598 3.54586102438391
COSMOS 0.526845073983509 3.94235685985965
COSMOS 0.458375097049771 2.76060230293904
COSMOS 0.472611200187413 3.08446536469453
COSMOS 0.456402153980774 3.29998311691642
COSMOS 0.308091888904125 2.73225691157917
COSMOS 0.358173750857513 2.30038179670183
COSMOS 0.484458249063761 4.02974516480233
COSMOS 0.447825924747048 3.98483531211951
COSMOS 0.414566330929364 2.78196568342248
COSMOS 0.442820362011338 2.47634833902977
COSMOS 0.366866679430108 3.44595208917098
COSMOS 0.351641608153105 3.17668548474217
COSMOS 0.395205586244107 2.37580502750801
COSMOS 0.793503063307512 3.86352939316923
COSMOS 0.440293173461472 3.27903546315192
COSMOS 0.478519767436577 2.79964318426301
COSMOS 0.470633358136943 3.38736762548503
COSMOS 0.458770168224957 3.27372471086112
COSMOS 0.813359451983725 3.60865287551801
COSMOS 0.545246676632807 3.06827894769683
COSMOS 0.199428812048571 2.19688160863626
COSMOS 0.399065785098374 2.52421222115371
COSMOS 0.490026164059498 3.0254912440598
COSMOS 0.57707014667324 3.11163450344628
COSMOS 0.539194940228404 3.85390000555937
COSMOS 0.534491408158264 4.93204220834684
COSMOS 0.49510494284972 3.98932545547491
COSMOS 0.480805324621414 3.74160597791913
COSMOS 0.530065005241906 3.79038896864782
COSMOS 0.516446966878787 3.46791296029533
COSMOS 0.465074123284753 3.65235587625549
COSMOS 0.400381287474061 2.82006327198595
COSMOS 0.485066581778654 3.94637939860352
COSMOS 0.496603444594278 3.48689402424265
COSMOS 0.511045925631632 3.41539911040845
COSMOS 0.412567334151526 3.08024673354419
COSMOS 0.64198616322934 3.81727742731606
COSMOS 0.788545105347823 3.28608213911121
COSMOS 0.504492779595987 4.24843668417396
COSMOS 0.493891565815177 2.8848262544377
COSMOS 0.478044094094052 3.01388866760507
COSMOS 0.512000596297868 4.01199378450412
COSMOS 0.488941798107319 2.45273738309924
COSMOS 0.794917831523912 3.33298427531493
COSMOS 0.483350445493014 3.27046451913997
COSMOS 0.471744641040563 2.847992996391
COSMOS 0.327077413521105 2.30726586612309
COSMOS 0.540048989209692 4.06157882495632
COSMOS 0.374769003480497 2.16822707048248
COSMOS 0.535531813791272 3.20466226626638
COSMOS 0.452758978301356 2.99522988876412
COSMOS 0.513918625894951 3.67269963459483
COSMOS 0.53635700761888 4.02874457870282
COSMOS 0.474341610517036 2.56953700101765
COSMOS 0.503113746530754 3.31503363176496
COSMOS 0.52771887677337 4.17313314395222
COSMOS 0.572909802971648 4.611020615133
COSMOS 0.491475354809693 4.40061925895596
COSMOS 0.520631026803745 3.41304232060029
COSMOS 0.452225060339486 3.42649205066301
COSMOS 0.587291348175059 3.53128620392011
COSMOS 0.531457184731987 3.98363974601458
COSMOS 0.506132576742395 4.0179823455975
COSMOS 0.468711488017927 3.04326097693029
COSMOS 0.604999701196517 3.9158486073097
COSMOS 0.208989916285491 2.3584857026135
COSMOS 0.272244963492721 2.63030276137955
COSMOS 0.432537924607505 4.0531669641131
COSMOS 0.761686164471953 3.14698927179718
COSMOS 0.416053677734128 2.51856116414198
COSMOS 0.546658202564318 4.57795334941218
COSMOS 0.422882071790241 2.43235608718823
COSMOS 0.458675416557079 3.04075231527783
COSMOS 0.446584209668302 3.32755554062788
COSMOS 0.528073862599162 3.31184749768591
COSMOS 0.357931755261579 2.99240628920326
COSMOS 0.476259076582285 3.51239927476817
COSMOS 0.528836263612888 3.87563375919774
COSMOS 0.507443231749883 3.72720854910724
COSMOS 0.481398420571082 2.55462002957563
COSMOS 0.537377559505057 3.61974993903413
COSMOS 0.566451144960992 3.86259146079704
COSMOS 0.556910941250542 3.60446534737702
COSMOS 0.759059409491957 2.98386323899235
COSMOS 0.438600006402955 3.06397698221417
COSMOS 0.398189283083687 2.57905068928973
COSMOS 0.556004680481317 3.64099040787331
COSMOS 0.335365819047382 3.20007771556655
COSMOS 0.498815816612576 3.88562826807021
COSMOS 0.481009746804267 3.61994357814826
COSMOS 0.50497039866649 4.04955802089441
COSMOS 0.476237963766332 3.04445933418494
COSMOS 0.19126973027589 2.38081807680662
COSMOS 0.455684010353958 2.81102370836235
COSMOS 0.564174568012628 3.75249640220115
COSMOS 0.602328218491074 3.40375117314369
COSMOS 0.498653383272263 3.69306581291044
COSMOS 0.303300166559208 2.64308889180584
COSMOS 0.514094594035095 3.94517132333119
COSMOS 0.410259136090975 2.35855455987395
COSMOS 0.504837549354766 3.01119639713117
COSMOS 0.239937611259594 2.57629155120189
COSMOS 0.278271015245362 2.61866954472164
COSMOS 0.547358179195879 3.45440365485419
COSMOS 0.507048282597885 3.547728818558
COSMOS 0.430463911063977 3.26679609903337
COSMOS 0.190498070796398 2.35702461819624
COSMOS 0.779335895484083 3.84605085961804
COSMOS 0.493134042373397 2.86596588715648
COSMOS 0.506620527591487 3.78264253714759
COSMOS 0.529183042508457 3.56144189870079
COSMOS 0.202013129087624 1.81716355235873
COSMOS 0.623248567532814 4.04608276115244
COSMOS 0.537076170695321 3.41396400835811
COSMOS 0.478186789942107 3.64433782031148
COSMOS 0.798440250474532 3.35470464071797
COSMOS 0.447589320185833 2.46956018532733
COSMOS 0.440009703684816 2.57900418522086
COSMOS 0.489322611483555 3.52541212806393
COSMOS 0.502762821517359 4.13035236634109
COSMOS 0.502728487133589 3.92658037048492
COSMOS 0.548759739737433 3.65682402898444
COSMOS 0.519695285317653 4.16646659273535
COSMOS 0.524539394361904 4.42838056259483
COSMOS 0.432401794494189 3.47338023961659
COSMOS 0.49886038709506 4.80955240463216
COSMOS 0.498652251637662 3.53871567305991
COSMOS 0.421355976991842 2.36450095679113
COSMOS 0.480060775688276 2.88915244586519
COSMOS 0.496416810439625 3.15842163208915
COSMOS 0.507040948691292 3.00318510468868
COSMOS 0.523441318297153 3.92843604485849
COSMOS 0.513995980060394 3.45410266737793
COSMOS 0.493711618836296 3.01087079345914
COSMOS 0.816376444650484 3.96407643607133
COSMOS 0.448952974466784 2.5755843840458
COSMOS 0.517174419123019 4.3860149689666
COSMOS 0.48299215560487 3.2649827093592
COSMOS 0.819040878414307 3.13169866891481
COSMOS 0.417710868930976 2.02022980804835
COSMOS 0.454302538244577 2.61688046937838
COSMOS 0.520127602483654 1.69628659760223
COSMOS 0.439771410016492 3.71410445366624
COSMOS 0.344432792497007 2.54322768693271
COSMOS 0.276095053957109 2.64679947181141
COSMOS 0.521782216544371 4.22261926595837
COSMOS 0.796027668304184 3.8152011944397
COSMOS 0.422852177854554 2.28071922197011
COSMOS 0.414003043375188 2.74085038221633
COSMOS 0.539152490105425 4.47213636565743
COSMOS 0.424768707724624 2.6602778399631
COSMOS 0.534014138400585 4.27572584924636
COSMOS 0.45814318302323 3.30879715940344
COSMOS 0.512157128575875 2.79682497817483
COSMOS 0.434885287158684 2.93227804344727
COSMOS 0.372901061389439 1.85261430306776
COSMOS 0.262912872937114 2.29707188082686
COSMOS 0.529420932413531 3.88359208650139
COSMOS 0.497003229004296 4.04965917694046
COSMOS 0.55797347219177 4.03220718758456
COSMOS 0.531207959498099 3.86510131732461
COSMOS 0.486304706723693 3.49308355181997
COSMOS 0.44144661123621 2.8665601441061
COSMOS 0.513213884474177 3.79424998932159
COSMOS 0.478161315839676 3.20339212339799
COSMOS 0.26397712072384 2.12826368117604
COSMOS 0.40167087765776 3.59087720057525
COSMOS 0.360068327414353 2.94625936501812
COSMOS 0.549383893487974 4.12801321000471
COSMOS 0.254532532935423 2.56309806558867
COSMOS 0.417146258382839 2.48976063997826
COSMOS 0.392903599274818 2.30315884402082
COSMOS 0.450140129430933 2.44020829056613
COSMOS 0.509012627375336 3.30736517175873
COSMOS 0.3433680758748 3.14708850563198
COSMOS 0.558802227288905 3.80667607816862
COSMOS 0.549417726422352 3.45697352722128
COSMOS 0.336772009098863 3.35878788762058
COSMOS 0.359843640862904 3.57102225959217
COSMOS 0.432443750502923 2.49566763748478
COSMOS 0.544451657006034 3.50776236947194
COSMOS 0.523584370978939 3.5306107297333
COSMOS 0.348939103716194 2.69524182176313
COSMOS 0.370024976294193 2.05599576540626
COSMOS 0.526538945159167 3.74648593349751
COSMOS 0.447686667809155 3.8085166747715
COSMOS 0.537204909995058 3.92230392235951
COSMOS 0.537937526355777 3.63949503075409
COSMOS 0.469865590211276 4.19905301624698
COSMOS 0.477351465398011 3.84510866095419
COSMOS 0.413506315563905 3.66973359420171
COSMOS 0.51907662263157 2.93883984442758
COSMOS 0.530109710678894 4.028572141898
COSMOS 0.519911438986526 3.64113121220071
COSMOS 0.435685024901511 2.81355656548444
COSMOS 0.526328483911477 3.63502072544441
COSMOS 0.470491435722804 2.54679050430288
COSMOS 0.495096145053032 2.62398238593442
COSMOS 0.218462348095438 2.48321113995391
COSMOS 0.511127847180024 3.37327110732541
COSMOS 0.501206753969248 3.52545354940586
COSMOS 0.429427790244926 3.68375859994614
COSMOS 0.549426267884165 2.80435238774875
COSMOS 0.440996901649548 3.26825052866323
COSMOS 0.512656315318378 1.60718485569312
COSMOS 0.351893449502168 3.89299092059552
COSMOS 0.477070138233914 2.86618394906406
COSMOS 0.450230413028309 2.94808001582597
COSMOS 0.554909812361921 3.63933434273881
COSMOS 0.537083147963436 3.76165603521428
COSMOS 0.535459056192099 3.8380156716505
COSMOS 0.528481316348943 3.63938629623944
COSMOS 0.524961794798513 4.1434757767952
COSMOS 0.46034005919793 3.95239285167626
COSMOS 0.402329377149624 3.34271270093187
COSMOS 0.823991150650152 3.65791768561787
COSMOS 0.295533515500956 2.62680146855007
COSMOS 0.475062650539192 2.92494290825431
COSMOS 0.522325432292307 3.76719013557004
COSMOS 0.786814300871007 3.75009124284884
COSMOS 0.559408231337091 2.87974603687337
COSMOS 0.541090624245465 2.08317433731739
COSMOS 0.467431271268417 2.68235554413945
COSMOS 0.377648640406728 2.75592349548584
COSMOS 0.219846129487377 2.07879427091576
COSMOS 0.578167342159129 4.49114848110354
COSMOS 0.555593633155483 4.31899964368595
COSMOS 0.18798919203761 2.08617188954576
COSMOS 0.502761814340736 3.10212619425386
COSMOS 0.259715889866796 2.56109207402146
COSMOS 0.418239982511336 2.30754392215566
COSMOS 0.569426905915313 4.05285662501144
COSMOS 0.554238086372516 4.34674665519028
COSMOS 0.480076297977272 3.43400868579389
COSMOS 0.379320709142673 4.57121891198889
COSMOS 0.252459235828916 2.57613991370888
COSMOS 0.485624652987142 3.26801317417827
COSMOS 0.535005118521667 2.8809187385884
COSMOS 0.351711303914583 3.2182832879317
COSMOS 0.538608664871121 3.97934912075347
COSMOS 0.488700446099602 3.29739967613938
COSMOS 0.509722835438509 3.00641644456414
COSMOS 0.4422470790097 3.23196624873887
COSMOS 0.45417070244372 3.7136823475804
COSMOS 0.499828271292581 3.00169697014688
COSMOS 0.25868863796124 2.51431896446911
COSMOS 0.370410094954545 3.03090506617243
COSMOS 0.511291347897136 4.24290623825138
COSMOS 0.453946060226369 3.31480993122717
COSMOS 0.463919723096204 2.4797332211297
COSMOS 0.509622406815621 4.19003233630469
COSMOS 0.301405003912142 2.55200349985574
COSMOS 0.414421000201783 2.56917333217929
COSMOS 0.226491117059999 2.47596593504312
COSMOS 0.512621986657327 3.38104096759739
COSMOS 0.521673594201118 3.07780911817011
COSMOS 0.468589945510747 3.81473529177227
COSMOS 0.32366424036118 2.59952934560859
COSMOS 0.353228375588063 3.18499806746651
COSMOS 0.430455983786553 3.43888895725796
COSMOS 0.509391879105764 3.57000668236077
COSMOS 0.428346060496564 2.47767414884102
COSMOS 0.485443576103827 2.53926262963229
COSMOS 0.462475037655387 3.03901806958589
COSMOS 0.327288484516187 3.20248213422266
COSMOS 0.512697003788937 3.6382391951151
COSMOS 0.543505925815935 3.68292778046852
COSMOS 0.531168953691086 3.93038953972306
COSMOS 0.531146427366999 3.4028193608689
COSMOS 0.575547512521572 3.94024498142334
COSMOS 0.457290499386766 2.80637918576897
COSMOS 0.287671747832341 2.29542624107682
COSMOS 0.418611934056165 2.67343120070342
COSMOS 0.554284789132699 4.14851114798768
COSMOS 0.487859992121203 3.53202530621171
COSMOS 0.471825858389661 2.72107560520279
